"","t_F","T_F","t_T","T_T","t_S","T_S","t_T2","T_T2","T_H","N0","logN"
"8739.21",1.84285857854411,3.74753752490506,5.61601971873686,4.67197432660753,2.87635817937831,3.94637532549597,0.0405347618896518,8.29106534444613,1.88318517383065,0.0182998358573891,-0.790001131764572
"8740.21",1.72840115474537,4.03729013586417,5.5461086623585,5.01102126088902,3.62976620101853,0.913876030391515,0.0327730794335134,7.70908986645215,4.32080487315898,0.293682709019977,1.19720972275557
"8741.21",1.54455919656903,4.43210297171026,2.79348162720658,3.56756868921556,5.39846840475129,3.25890451579489,0.0334792328152907,9.10325586728391,6.10282964407169,0.0158139033301457,-0.407184616996661
"8742.21",1.28855536691844,3.61879661702551,2.82368022435847,4.84134593463877,5.79265006946421,1.36384030124606,0.0750458996866503,6.74271785005891,3.796573701698,1.09133262012599,1.21076928028447
"8743.21",1.9563134489581,4.40614461735822,5.14456410852627,2.43103985406086,2.93665908494473,4.06197411644451,0.023536296431333,6.90818070158494,4.27550732847596,0.0334693891109847,-0.164311738957382
"8744.21",1.42334697768092,3.73797720880248,4.65094092631316,6.29109848083369,3.81494126639335,1.42547185097392,0.035479943800739,9.24377971132921,5.64054731449977,0.463300889223021,4.48918626450106
"8745.21",1.94507949403487,4.02823698986322,4.02265349053631,5.40773857794714,2.34493233876662,2.39644321579846,0.0219873054368192,8.93353773003009,3.94165487615366,0.240905681243077,1.276171854339
"8746.21",1.63040960789658,4.29523030831479,5.17220406769749,3.54533991903124,0.946600545283302,4.11091696125585,0.0349578727381857,7.2896916476416,4.00519890333613,0.0512875143276424,1.05522167259918
"8747.21",1.76840842957608,4.14979830477387,4.65474037838646,5.01684332916008,5.43315679181934,3.98736873682779,0.0482899544947823,9.46720628366859,4.93396648223829,0.00302195607861782,0.0964114015510072
"8748.21",1.486417690292,4.2001587159466,5.39716898401172,8.15818295985406,2.67342174837557,0.568117528240737,0.0340718974698322,7.50251308560592,1.24845691574268,4.08288701058058,2.3923978869816
"8749.21",1.49623539927416,4.08821729780175,3.9449668478767,6.57652053877767,1.53754091966341,0.615425653523715,0.0633451833473682,8.07243055225797,13.2435458785051,0.0458067302478503,5.88282012922301
"8750.21",1.46505927434191,4.1552541796118,2.33773722012777,6.55452001687338,7.88700387368281,2.89038196822974,0.0910266700784103,8.14647253433544,3.55281534789272,0.0195992763797599,-0.364909957342345
"8751.21",1.40943483356386,3.91591985360719,4.8607088494696,8.40822279475377,6.28424751615681,1.36447176272502,0.0196555432840646,8.36744356467087,5.72118289945339,0.0460920565385379,2.38145013229718
"8752.21",1.78990814881399,3.62321984767914,6.86364996254727,6.23395653438848,5.81116522955411,2.92653081375442,0.0969737614525196,8.83042721139798,7.39311296374928,0.831240521181383,2.44623143014811
"8753.21",1.80872146319598,3.56581713771448,4.84895724930563,3.20001213802934,1.4531087532747,4.51746122073307,0.0215939758793522,9.65838474288728,4.36069657902248,2.56648879521281,3.58520600746234
"8754.21",1.64373070420697,3.60975194652565,8.85459417177599,5.40106772451458,3.02832251255228,2.14890341056112,0.0437532508666641,6.91160847932145,3.5828931630596,0.925887121233333,1.57236993435558
"8755.21",1.77372272498906,3.97636809316464,7.22518297604665,3.98236144661488,3.02680071045988,-0.577986953989388,0.053563262071022,9.25205464183058,6.89950790948214,0.00669824972229262,0.605959928797215
"8756.21",1.30219154572114,4.25306534511037,4.80662516666149,4.18588368336854,4.18367095394922,5.16644271397907,0.0653261350950486,7.00594858755259,1.64784805598211,6.32815829910966,0.801316756191052
"8757.21",1.58624371583574,4.08143366640434,8.2002217013482,5.80009889684948,0.665044549366848,2.80621908592322,0.0221380624728743,7.50662453123347,8.30387579724022,0.625468075808588,2.97812249995763
"8758.21",1.66372749907896,4.11663661617786,8.77916470813988,8.96811618438542,2.01945160439828,0.673894367600643,0.0508094392487867,8.86641414706665,4.23201503364213,1.96496539240808,3.0203923960246
"8759.21",1.94839084148407,3.62478055106476,7.6449463644287,3.49797508561226,3.12075247616652,4.26010475707576,0.0482631326537528,9.01980947708131,9.45259690788183,0.321845420482878,5.78953349749003
"8760.21",1.01091228681616,3.73651383607648,5.93225840153757,5.03146306556206,1.30837697086815,-0.772999981760386,0.0657796629243892,8.22635974969269,3.81943728156589,0.0048639426639156,0.602874274577269
"8761.21",1.14638930931687,3.58337646676227,5.53911687349422,4.36198031276567,2.4134033223026,3.86701481719787,0.0315329706041155,8.94918343113854,3.94694812877288,0.0219249698274173,-0.307379511917467
"8762.21",1.17727010021918,4.0730875604786,8.85201431666581,8.88368026618653,5.95648207594118,4.01005506256123,0.0170419155392619,6.63970740440831,2.25196440822617,1.58882736111886,5.77240655684808
"8763.21",1.75065191625617,3.93726426688954,3.52059993146942,6.6134409895568,1.00211676886791,2.75537204675961,0.0511060742913339,8.00239101196779,7.06979817284037,0.281988986807434,5.88966488239806
"8764.21",1.2488176478073,4.01735860016197,4.25038054306178,3.73865778333859,1.62002540102523,2.67282674360912,0.0633116063984525,9.08617969853363,3.6600311691123,1.24875692040491,2.09524750246939
"8765.21",1.96281670592725,3.72018102416769,7.78500517913807,3.97372702834518,4.78729531644554,2.47065082539042,0.0607934140859282,8.79333569682836,3.38944965409586,1.47174881587185,1.92469918608248
"8766.21",1.19035215885378,3.78506927005947,7.26638471713776,3.6710097399988,0.303666985007344,5.37670955234735,0.0558787459478389,9.79592597571812,3.54768414048919,0.103514488879743,0.583526140332708
"8767.21",1.26415568287484,4.24733778089285,6.24338825606348,6.95996784258167,1.39501432113938,2.04632151851829,0.0572658154012817,9.32809086170821,4.35032520880911,0.031379073477195,1.1233481950335
"8768.21",1.75277920463122,4.10470467433333,4.37988382128392,4.29657442300959,4.05907450066577,1.66309095766883,0.030867246854263,7.02481557248473,7.24218146471146,0.0230708604914259,3.52421087650024
"8769.21",1.81701731611975,4.38160807755776,5.48537376309939,3.04406070929737,4.23641446415545,4.9955065249639,0.0653560167539503,9.16203303459429,2.64774690029194,1.68590577090546,2.81988194550138
"8770.21",1.30220655770972,3.92947802180424,3.39483325653835,4.60404103468193,8.20168080472442,3.24668679552103,0.0442679725939699,9.71295580588515,2.63139473015827,0.0247574395069179,-1.38604928225127
"8771.21",1.59825827530585,4.29979501757771,3.39845096206925,6.32434201732773,0.228525675794316,1.87586669450262,0.0129019294697212,8.84257397563896,2.93122446120867,0.0392824059415151,1.13602178411441
"8772.21",1.75568163604476,4.16064510378055,3.05502812024354,8.53814231829022,0.417797255246428,1.72742810407955,0.0569143536028051,8.80858851922337,5.69793028034617,1.00176128498951,4.13172830637525
"8773.21",1.82819676515646,3.73874323046766,4.63895403763116,8.41096494943022,4.08659835196073,2.8797585269968,0.04562536782107,8.05239434517693,2.94951365158926,0.657043447950034,1.50412713972071
"8774.21",1.62905696802773,3.91439051646739,6.50789462006479,4.77548366792584,0.576475185332004,1.11789918673814,0.0816795520449016,8.68847858837613,7.75227127598616,0.0129829731578521,3.70190605587859
"8775.21",1.70510489237495,4.00749473879114,3.56321836261144,5.02171377949615,3.19824145101701,4.15742867758592,0.0349996875817729,6.55762533443117,3.52287124648716,5.55391155694996,0.852957335057714
"8776.21",1.24466635705903,4.24809631775133,2.8098063922241,2.87813057583532,1.11468399259679,4.80584394145209,0.0301186911573306,9.59285272952859,3.88341046320857,1.86880664105576,0.955579578458091
"8777.21",1.85134001192637,3.57925631850958,5.09151228129472,5.37059035849766,1.60683257137587,2.79743811009439,0.0304774893626774,7.80401412758618,4.4012662105649,0.167554555595532,2.22569654591234
"8778.21",1.1840556813404,3.80832053278573,5.09975724697099,4.95428712840548,3.97925179426929,2.3622896197506,0.0545196612374235,8.88348666047859,4.99572673323314,0.865679953989618,-0.0350172487341923
"8779.21",1.12816868559457,4.32341365562752,4.06668647606398,3.98954222343936,8.7125393465667,3.6078148383886,0.0627421126850324,8.78274256148567,4.57102243086303,1.15149225192271,3.02550908249449
"8780.21",1.71771510643885,4.1232104441151,4.70544998641032,5.91728028267992,8.16432114523142,3.21893177588324,0.0325648628314721,8.41755282030585,-0.336271040429565,0.0150869785763563,-0.373003324932447
"8781.21",1.17494958965108,4.42674894025549,6.63013489261295,5.11820948080864,1.47623080209047,1.7702965452676,0.035203279171815,9.11219114701962,4.04096998505912,0.426309003040054,2.69911341633549
"8782.21",1.10547243454494,3.75763851427473,2.54341430870431,2.34981296629056,2.52675988657886,1.69318533630908,0.0619850846087029,8.97685132356164,4.95441575501269,0.0321343955347879,0.301260962987744
