"","plantID","tier","projectNumber","sampleUniqueID","sampleID","product","flavorName","fatLevel","size","container","dateProcessed","dateCode","sampleDay","test","greaterThanLessThan","dataValue","countability"
"572",4,3,509,6914,"12","Core","White","2%","½ Gal","Plastic","2023-03-13","2023-03-30","D14","CVTA",">","400000","E"
"573",4,3,509,6917,"12-2","Extras","White","2%","Qt","Glass","2023-03-13","2023-03-28","DI","SPC","NULL","50","E"
"574",4,3,509,6917,"12-2","Extras","White","2%","Qt","Glass","2023-03-13","2023-03-28","DI","CVTA","<","20","E"
"575",4,3,509,6917,"12-2","Extras","White","2%","Qt","Glass","2023-03-13","2023-03-28","D7","SPC","NULL","60","E"
"576",4,3,509,6917,"12-2","Extras","White","2%","Qt","Glass","2023-03-13","2023-03-28","D7","CVTA","NULL","60","E"
"577",4,3,509,6917,"12-2","Extras","White","2%","Qt","Glass","2023-03-13","2023-03-28","D14","SPC","NULL","16000000","NULL"
"578",4,3,509,6917,"12-2","Extras","White","2%","Qt","Glass","2023-03-13","2023-03-28","D14","CVTA","NULL","17000000","NULL"
"579",4,3,509,6918,"12-3","Single Serve","White","2%","Pt","Plastic","2023-03-13","2023-04-01","DI","SPC","NULL","20","E"
"580",4,3,509,6918,"12-3","Single Serve","White","2%","Pt","Plastic","2023-03-13","2023-04-01","DI","CVTA","NULL","40","E"
"581",4,3,509,6918,"12-3","Single Serve","White","2%","Pt","Plastic","2023-03-13","2023-04-01","D7","SPC","NULL","7500","NULL"
"582",4,3,509,6918,"12-3","Single Serve","White","2%","Pt","Plastic","2023-03-13","2023-04-01","D7","CVTA","NULL","9300","NULL"
"583",4,3,509,6918,"12-3","Single Serve","White","2%","Pt","Plastic","2023-03-13","2023-04-01","D14","SPC","NULL","36000000","NULL"
"584",4,3,509,6918,"12-3","Single Serve","White","2%","Pt","Plastic","2023-03-13","2023-04-01","D14","CVTA","NULL","47000000","NULL"
"585",4,3,509,6915,"13","Core","White","Skim","½ Gal","Plastic","2023-03-13","2023-03-30","DI","SPC","NULL","30","E"
"586",4,3,509,6915,"13","Core","White","Skim","½ Gal","Plastic","2023-03-13","2023-03-30","DI","CVTA","<","20","E"
"587",4,3,509,6915,"13","Core","White","Skim","½ Gal","Plastic","2023-03-13","2023-03-30","D7","SPC","NULL","950","NULL"
"588",4,3,509,6915,"13","Core","White","Skim","½ Gal","Plastic","2023-03-13","2023-03-30","D7","CVTA","NULL","780","NULL"
"589",4,3,509,6915,"13","Core","White","Skim","½ Gal","Plastic","2023-03-13","2023-03-30","D14","SPC","NULL","12000000","NULL"
"590",4,3,509,6915,"13","Core","White","Skim","½ Gal","Plastic","2023-03-13","2023-03-30","D14","CVTA","NULL","18000000","NULL"
"591",4,3,509,6919,"15","Single Serve","Chocolate","Whole","Pt","Plastic","2023-03-13","2023-03-30","DI","SPC","NULL","110","E"
"592",4,3,509,6919,"15","Single Serve","Chocolate","Whole","Pt","Plastic","2023-03-13","2023-03-30","DI","CVTA","<","20","E"
"593",4,3,509,6919,"15","Single Serve","Chocolate","Whole","Pt","Plastic","2023-03-13","2023-03-30","D7","SPC","NULL","990","NULL"
"594",4,3,509,6919,"15","Single Serve","Chocolate","Whole","Pt","Plastic","2023-03-13","2023-03-30","D7","CVTA","NULL","1000","NULL"
"595",4,3,509,6919,"15","Single Serve","Chocolate","Whole","Pt","Plastic","2023-03-13","2023-03-30","D14","SPC","NULL","830000000","NULL"
"596",4,3,509,6919,"15","Single Serve","Chocolate","Whole","Pt","Plastic","2023-03-13","2023-03-30","D14","CVTA","NULL","910000000","NULL"
"597",4,3,509,6920,"15-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-13","2023-03-30","DI","SPC","NULL","150","E"
"598",4,3,509,6920,"15-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-13","2023-03-30","DI","CVTA","<","20","E"
"599",4,3,509,6920,"15-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-13","2023-03-30","D7","SPC","NULL","860","NULL"
"600",4,3,509,6920,"15-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-13","2023-03-30","D7","CVTA","NULL","900","NULL"
"601",4,3,509,6920,"15-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-13","2023-03-30","D14","SPC","NULL","620000000","NULL"
"602",4,3,509,6920,"15-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-13","2023-03-30","D14","CVTA","NULL","53000000","NULL"
"603",4,3,509,6953,"16","Single Serve","Latte","Whole","12 oz","Plastic","2023-03-13","2023-04-10","DI","SPC","NULL","1200","NULL"
"604",4,3,509,6953,"16","Single Serve","Latte","Whole","12 oz","Plastic","2023-03-13","2023-04-10","DI","CVTA","<","20","E"
"605",4,3,509,6953,"16","Single Serve","Latte","Whole","12 oz","Plastic","2023-03-13","2023-04-10","D7","SPC","NULL","960","NULL"
"606",4,3,509,6953,"16","Single Serve","Latte","Whole","12 oz","Plastic","2023-03-13","2023-04-10","D7","CVTA","<","20","E"
"607",4,3,509,6953,"16","Single Serve","Latte","Whole","12 oz","Plastic","2023-03-13","2023-04-10","D14","SPC","NULL","340000","NULL"
"608",4,3,509,6953,"16","Single Serve","Latte","Whole","12 oz","Plastic","2023-03-13","2023-04-10","D14","CVTA","NULL","92000","NULL"
"609",76,1,509,6921,"21","Core","White","Whole","50 oz.","Plastic","2023-03-03","2023-03-22","DI","SPC","NULL","690","NULL"
"610",76,1,509,6921,"21","Core","White","Whole","50 oz.","Plastic","2023-03-03","2023-03-22","DI","CVTA","<","20","E"
"611",76,1,509,6921,"21","Core","White","Whole","50 oz.","Plastic","2023-03-03","2023-03-22","D14","SPC","NULL","9100000","NULL"
"612",76,1,509,6921,"21","Core","White","Whole","50 oz.","Plastic","2023-03-03","2023-03-22","D14","CVTA","NULL","8700000","NULL"
"613",76,1,509,6921,"21","Core","White","Whole","50 oz.","Plastic","2023-03-03","2023-03-22","D21","SPC","NULL","890000000","NULL"
"614",76,1,509,6921,"21","Core","White","Whole","50 oz.","Plastic","2023-03-03","2023-03-22","D21","CVTA","NULL","860000000","NULL"
"615",76,1,509,6924,"21-1","Single Serve","White","Whole","Pt","Plastic","2023-03-03","2023-03-22","DI","SPC","NULL","530","NULL"
"616",76,1,509,6924,"21-1","Single Serve","White","Whole","Pt","Plastic","2023-03-03","2023-03-22","DI","CVTA","<","20","E"
"617",76,1,509,6924,"21-1","Single Serve","White","Whole","Pt","Plastic","2023-03-03","2023-03-22","D14","SPC","NULL","3300","NULL"
"618",76,1,509,6924,"21-1","Single Serve","White","Whole","Pt","Plastic","2023-03-03","2023-03-22","D14","CVTA","<","20","E"
"619",76,1,509,6924,"21-1","Single Serve","White","Whole","Pt","Plastic","2023-03-03","2023-03-22","D21","SPC","NULL","16000000","NULL"
"620",76,1,509,6924,"21-1","Single Serve","White","Whole","Pt","Plastic","2023-03-03","2023-03-22","D21","CVTA","<","20","E"
"621",76,1,509,6923,"23","Core","White","Skim","50 oz.","Plastic","2023-03-02","2023-03-21","DI","SPC","<","10","E"
"622",76,1,509,6923,"23","Core","White","Skim","50 oz.","Plastic","2023-03-02","2023-03-21","DI","CVTA","<","20","E"
"623",76,1,509,6923,"23","Core","White","Skim","50 oz.","Plastic","2023-03-02","2023-03-21","D14","SPC","NULL","970","NULL"
"624",76,1,509,6923,"23","Core","White","Skim","50 oz.","Plastic","2023-03-02","2023-03-21","D14","CVTA","<","20","E"
"625",76,1,509,6923,"23","Core","White","Skim","50 oz.","Plastic","2023-03-02","2023-03-21","D21","SPC","NULL","2900000","NULL"
"626",76,1,509,6923,"23","Core","White","Skim","50 oz.","Plastic","2023-03-02","2023-03-21","D21","CVTA","<","20","E"
"627",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","DI","SPC","<","10","E"
"628",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","DI","CVTA","<","20","E"
"629",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","D7","SPC","NULL","110","E"
"630",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","D7","CVTA","<","20","E"
"631",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","D14","SPC",">","400000","E"
"632",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","D14","CVTA","<","20","E"
"633",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","D21","SPC","NULL","28000000","NULL"
"634",76,1,509,6925,"25","Single Serve","Chocolate","2%","Pt","Plastic","2023-03-07","2023-03-26","D21","CVTA","<","20","E"
"635",76,1,509,6926,"25-1","Flavored","Chocolate","2%","Qt","Plastic","2023-03-03","2023-03-22","DI","SPC","NULL","10","E"
"636",76,1,509,6926,"25-1","Flavored","Chocolate","2%","Qt","Plastic","2023-03-03","2023-03-22","DI","CVTA","NULL","20","E"
"637",76,1,509,6926,"25-1","Flavored","Chocolate","2%","Qt","Plastic","2023-03-03","2023-03-22","D14","SPC","NULL","2900000","NULL"
"638",76,1,509,6926,"25-1","Flavored","Chocolate","2%","Qt","Plastic","2023-03-03","2023-03-22","D14","CVTA","NULL","2600000","NULL"
"639",76,1,509,6926,"25-1","Flavored","Chocolate","2%","Qt","Plastic","2023-03-03","2023-03-22","D21","SPC","NULL","2200000000","NULL"
"640",76,1,509,6926,"25-1","Flavored","Chocolate","2%","Qt","Plastic","2023-03-03","2023-03-22","D21","CVTA","NULL","2100000000","NULL"
"641",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","DI","SPC","NULL","40","E"
"642",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","DI","CVTA","<","20","E"
"643",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","D7","SPC","NULL","1600","NULL"
"644",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","D7","CVTA","<","20","E"
"645",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","D14","SPC","NULL","1800000","NULL"
"646",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","D14","CVTA","<","20","E"
"647",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","D21","SPC","NULL","3900000000","NULL"
"648",76,1,509,6927,"25-2","Flavored","Chocolate","2%","50 oz.","Plastic","2023-03-07","2023-03-26","D21","CVTA","<","20","E"
"649",68,3,509,6928,"31","Core","White","Whole","Qt","Plastic","2023-03-14","2023-03-31","DI","SPC","NULL","70","E"
"650",68,3,509,6928,"31","Core","White","Whole","Qt","Plastic","2023-03-14","2023-03-31","DI","CVTA","<","20","E"
"651",68,3,509,6928,"31","Core","White","Whole","Qt","Plastic","2023-03-14","2023-03-31","D7","SPC","NULL","70","E"
"652",68,3,509,6928,"31","Core","White","Whole","Qt","Plastic","2023-03-14","2023-03-31","D7","CVTA","<","20","E"
"653",68,3,509,6928,"31","Core","White","Whole","Qt","Plastic","2023-03-14","2023-03-31","D14","SPC","NULL","490","NULL"
"654",68,3,509,6928,"31","Core","White","Whole","Qt","Plastic","2023-03-14","2023-03-31","D14","CVTA","<","20","E"
"655",68,3,509,6929,"31-1","Core","White","Whole","Qt","Plastic","2023-03-13","2023-03-30","DI","SPC","NULL","20","E"
"656",68,3,509,6929,"31-1","Core","White","Whole","Qt","Plastic","2023-03-13","2023-03-30","DI","CVTA","<","20","E"
"657",68,3,509,6929,"31-1","Core","White","Whole","Qt","Plastic","2023-03-13","2023-03-30","D7","SPC","NULL","20","E"
"658",68,3,509,6929,"31-1","Core","White","Whole","Qt","Plastic","2023-03-13","2023-03-30","D7","CVTA","<","20","E"
"659",68,3,509,6929,"31-1","Core","White","Whole","Qt","Plastic","2023-03-13","2023-03-30","D14","SPC","NULL","10","E"
"660",68,3,509,6929,"31-1","Core","White","Whole","Qt","Plastic","2023-03-13","2023-03-30","D14","CVTA","<","20","E"
"661",68,3,509,6930,"31-2","Core","White","Whole","Qt","Plastic","2023-03-12","2023-03-29","DI","SPC","NULL","90","E"
"662",68,3,509,6930,"31-2","Core","White","Whole","Qt","Plastic","2023-03-12","2023-03-29","DI","CVTA","<","20","E"
"663",68,3,509,6930,"31-2","Core","White","Whole","Qt","Plastic","2023-03-12","2023-03-29","D7","SPC","NULL","30","E"
"664",68,3,509,6930,"31-2","Core","White","Whole","Qt","Plastic","2023-03-12","2023-03-29","D7","CVTA","<","20","E"
"665",68,3,509,6930,"31-2","Core","White","Whole","Qt","Plastic","2023-03-12","2023-03-29","D14","SPC","NULL","350","E"
"666",68,3,509,6930,"31-2","Core","White","Whole","Qt","Plastic","2023-03-12","2023-03-29","D14","CVTA","<","20","E"
"667",14,3,509,6931,"41","Core","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","170","E"
"668",14,3,509,6931,"41","Core","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","DI","CVTA","<","20","E"
"669",14,3,509,6931,"41","Core","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","1200000","NULL"
"670",14,3,509,6931,"41","Core","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D7","CVTA","NULL","6500000","NULL"
"671",14,3,509,6931,"41","Core","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","40000000","NULL"
"672",14,3,509,6931,"41","Core","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D14","CVTA","NULL","92000000","NULL"
"673",14,3,509,6936,"41-1","Extras","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","380","E"
"674",14,3,509,6936,"41-1","Extras","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","DI","CVTA","<","20","E"
"675",14,3,509,6936,"41-1","Extras","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","730","NULL"
"676",14,3,509,6936,"41-1","Extras","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D7","CVTA","<","20","E"
"677",14,3,509,6936,"41-1","Extras","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","26000","NULL"
"678",14,3,509,6936,"41-1","Extras","White","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D14","CVTA","<","20","E"
"679",14,3,509,6932,"42","Core","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","260","E"
"680",14,3,509,6932,"42","Core","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","DI","CVTA","<","20","E"
"681",14,3,509,6932,"42","Core","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","690000","NULL"
"682",14,3,509,6932,"42","Core","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D7","CVTA","NULL","380000","NULL"
"683",14,3,509,6932,"42","Core","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","720000000","NULL"
"684",14,3,509,6932,"42","Core","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D14","CVTA","NULL","330000000","NULL"
"685",14,3,509,6937,"42-1","Extras","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","440","NULL"
"686",14,3,509,6937,"42-1","Extras","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","DI","CVTA","NULL","20","E"
"687",14,3,509,6937,"42-1","Extras","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","14000","NULL"
"688",14,3,509,6937,"42-1","Extras","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D7","CVTA","NULL","10000","NULL"
"689",14,3,509,6937,"42-1","Extras","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","28000000","NULL"
"690",14,3,509,6937,"42-1","Extras","White","2%","½ Gal","Plastic","2023-03-08","2023-03-22","D14","CVTA","NULL","11000000","NULL"
"691",14,3,509,6933,"43","Core","White","Skim","½ Gal","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","350","E"
"692",14,3,509,6933,"43","Core","White","Skim","½ Gal","Plastic","2023-03-08","2023-03-22","DI","CVTA","<","20","E"
"693",14,3,509,6933,"43","Core","White","Skim","½ Gal","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","20000","NULL"
"694",14,3,509,6933,"43","Core","White","Skim","½ Gal","Plastic","2023-03-08","2023-03-22","D7","CVTA","NULL","19000","NULL"
"695",14,3,509,6933,"43","Core","White","Skim","½ Gal","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","25000000","NULL"
"696",14,3,509,6933,"43","Core","White","Skim","½ Gal","Plastic","2023-03-08","2023-03-22","D14","CVTA","NULL","28000000","NULL"
"697",14,3,509,6934,"45","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","290","E"
"698",14,3,509,6934,"45","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","DI","CVTA","<","20","E"
"699",14,3,509,6934,"45","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","1300000","NULL"
"700",14,3,509,6934,"45","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D7","CVTA","NULL","2100000","NULL"
"701",14,3,509,6934,"45","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","3000000000","NULL"
"702",14,3,509,6934,"45","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-08","2023-03-22","D14","CVTA","NULL","1400000000","NULL"
"703",14,3,509,6935,"45-1","Flavored","Chocolate","Whole","Pt","Plastic","2023-03-08","2023-03-22","DI","SPC","NULL","300","E"
"704",14,3,509,6935,"45-1","Flavored","Chocolate","Whole","Pt","Plastic","2023-03-08","2023-03-22","DI","CVTA","<","20","E"
"705",14,3,509,6935,"45-1","Flavored","Chocolate","Whole","Pt","Plastic","2023-03-08","2023-03-22","D7","SPC","NULL","7300000","NULL"
"706",14,3,509,6935,"45-1","Flavored","Chocolate","Whole","Pt","Plastic","2023-03-08","2023-03-22","D7","CVTA","NULL","7700000","NULL"
"707",14,3,509,6935,"45-1","Flavored","Chocolate","Whole","Pt","Plastic","2023-03-08","2023-03-22","D14","SPC","NULL","7100000000","NULL"
"708",14,3,509,6935,"45-1","Flavored","Chocolate","Whole","Pt","Plastic","2023-03-08","2023-03-22","D14","CVTA","NULL","3500000000","NULL"
"709",13,3,509,6938,"51","Core","White","Whole","½ Gal","Plastic","2023-03-07","2023-03-25","DI","SPC","NULL","110","E"
"710",13,3,509,6938,"51","Core","White","Whole","½ Gal","Plastic","2023-03-07","2023-03-25","DI","CVTA","<","20","E"
"711",13,3,509,6938,"51","Core","White","Whole","½ Gal","Plastic","2023-03-07","2023-03-25","D7","SPC","NULL","1200","NULL"
"712",13,3,509,6938,"51","Core","White","Whole","½ Gal","Plastic","2023-03-07","2023-03-25","D7","CVTA","<","20","E"
"713",13,3,509,6938,"51","Core","White","Whole","½ Gal","Plastic","2023-03-07","2023-03-25","D14","SPC","NULL","13000000","NULL"
"714",13,3,509,6938,"51","Core","White","Whole","½ Gal","Plastic","2023-03-07","2023-03-25","D14","CVTA","<","20","E"
"715",13,3,509,6939,"52","Core","White","2%","½ Gal","Plastic","2023-03-07","2023-03-25","DI","SPC","NULL","40","E"
"716",13,3,509,6939,"52","Core","White","2%","½ Gal","Plastic","2023-03-07","2023-03-25","DI","CVTA","<","20","E"
"717",13,3,509,6939,"52","Core","White","2%","½ Gal","Plastic","2023-03-07","2023-03-25","D7","SPC","NULL","150000","NULL"
"718",13,3,509,6939,"52","Core","White","2%","½ Gal","Plastic","2023-03-07","2023-03-25","D7","CVTA","NULL","220000","NULL"
"719",13,3,509,6939,"52","Core","White","2%","½ Gal","Plastic","2023-03-07","2023-03-25","D14","SPC","NULL","520000000","NULL"
"720",13,3,509,6939,"52","Core","White","2%","½ Gal","Plastic","2023-03-07","2023-03-25","D14","CVTA","NULL","530000000","NULL"
"721",13,3,509,6942,"52-1","Single Serve","White","2%","½ Pt","Paper","2023-03-07","2023-03-21","DI","SPC","NULL","30","E"
"722",13,3,509,6942,"52-1","Single Serve","White","2%","½ Pt","Paper","2023-03-07","2023-03-21","DI","CVTA","<","20","E"
"723",13,3,509,6942,"52-1","Single Serve","White","2%","½ Pt","Paper","2023-03-07","2023-03-21","D7","SPC","NULL","53000","NULL"
"724",13,3,509,6942,"52-1","Single Serve","White","2%","½ Pt","Paper","2023-03-07","2023-03-21","D7","CVTA","NULL","51000","NULL"
"725",13,3,509,6942,"52-1","Single Serve","White","2%","½ Pt","Paper","2023-03-07","2023-03-21","D14","SPC","NULL","570000000","NULL"
"726",13,3,509,6942,"52-1","Single Serve","White","2%","½ Pt","Paper","2023-03-07","2023-03-21","D14","CVTA","NULL","550000000","NULL"
"727",13,3,509,6940,"53","Core","White","Skim","½ Gal","Plastic","2023-03-07","2023-03-25","DI","SPC","NULL","40","E"
"728",13,3,509,6940,"53","Core","White","Skim","½ Gal","Plastic","2023-03-07","2023-03-25","DI","CVTA","<","20","E"
"729",13,3,509,6940,"53","Core","White","Skim","½ Gal","Plastic","2023-03-07","2023-03-25","D7","SPC","NULL","330000","NULL"
"730",13,3,509,6940,"53","Core","White","Skim","½ Gal","Plastic","2023-03-07","2023-03-25","D7","CVTA","NULL","220000","NULL"
"731",13,3,509,6940,"53","Core","White","Skim","½ Gal","Plastic","2023-03-07","2023-03-25","D14","SPC","NULL","120000000","NULL"
"732",13,3,509,6940,"53","Core","White","Skim","½ Gal","Plastic","2023-03-07","2023-03-25","D14","CVTA","NULL","140000000","NULL"
"733",13,3,509,6941,"54","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-24","DI","SPC","NULL","50","E"
"734",13,3,509,6941,"54","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-24","DI","CVTA","<","20","E"
"735",13,3,509,6941,"54","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-24","D7","SPC","NULL","160","E"
"736",13,3,509,6941,"54","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-24","D7","CVTA","<","20","E"
"737",13,3,509,6941,"54","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-24","D14","SPC","NULL","1900000","NULL"
"738",13,3,509,6941,"54","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-24","D14","CVTA","<","20","E"
"739",13,3,509,6943,"55","Single Serve","Chocolate","Skim","½ Pt","Paper","2023-03-07","2023-03-21","DI","SPC","NULL","70","E"
"740",13,3,509,6943,"55","Single Serve","Chocolate","Skim","½ Pt","Paper","2023-03-07","2023-03-21","DI","CVTA","<","20","E"
"741",13,3,509,6943,"55","Single Serve","Chocolate","Skim","½ Pt","Paper","2023-03-07","2023-03-21","D7","SPC","NULL","250000","NULL"
"742",13,3,509,6943,"55","Single Serve","Chocolate","Skim","½ Pt","Paper","2023-03-07","2023-03-21","D7","CVTA","NULL","240000","NULL"
"743",13,3,509,6943,"55","Single Serve","Chocolate","Skim","½ Pt","Paper","2023-03-07","2023-03-21","D14","SPC","NULL","3400000000","NULL"
"744",13,3,509,6943,"55","Single Serve","Chocolate","Skim","½ Pt","Paper","2023-03-07","2023-03-21","D14","CVTA","NULL","3200000000","NULL"
"745",13,3,509,6944,"55-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-06","2023-03-24","DI","SPC","NULL","10","E"
"746",13,3,509,6944,"55-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-06","2023-03-24","DI","CVTA","<","20","E"
"747",13,3,509,6944,"55-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-06","2023-03-24","D7","SPC","NULL","46000","NULL"
"748",13,3,509,6944,"55-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-06","2023-03-24","D7","CVTA","NULL","56000","NULL"
"749",13,3,509,6944,"55-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-06","2023-03-24","D14","SPC","NULL","470000000","NULL"
"750",13,3,509,6944,"55-1","Flavored","Chocolate","Whole","½ Gal","Plastic","2023-03-06","2023-03-24","D14","CVTA","NULL","400000000","NULL"
"751",13,3,509,6945,"55-2","Flavored","Chocolate","Whole","Pt","Paper","2023-03-06","2023-03-20","DI","SPC","NULL","30","E"
"752",13,3,509,6945,"55-2","Flavored","Chocolate","Whole","Pt","Paper","2023-03-06","2023-03-20","DI","CVTA","<","20","E"
"753",13,3,509,6945,"55-2","Flavored","Chocolate","Whole","Pt","Paper","2023-03-06","2023-03-20","D7","SPC","NULL","1200000","NULL"
"754",13,3,509,6945,"55-2","Flavored","Chocolate","Whole","Pt","Paper","2023-03-06","2023-03-20","D7","CVTA","NULL","1100000","NULL"
"755",13,3,509,6945,"55-2","Flavored","Chocolate","Whole","Pt","Paper","2023-03-06","2023-03-20","D14","SPC","NULL","3500000000","NULL"
"756",13,3,509,6945,"55-2","Flavored","Chocolate","Whole","Pt","Paper","2023-03-06","2023-03-20","D14","CVTA","NULL","3400000000","NULL"
"757",6,3,509,6946,"61","Core","White","Whole","½ Gal","Plastic","2023-03-06","2023-03-22","DI","SPC","NULL","330","E"
"758",6,3,509,6946,"61","Core","White","Whole","½ Gal","Plastic","2023-03-06","2023-03-22","DI","CVTA","NULL","140","E"
"759",6,3,509,6946,"61","Core","White","Whole","½ Gal","Plastic","2023-03-06","2023-03-22","D7","SPC","NULL","4500000","NULL"
"760",6,3,509,6946,"61","Core","White","Whole","½ Gal","Plastic","2023-03-06","2023-03-22","D7","CVTA","NULL","15000000","NULL"
"761",6,3,509,6946,"61","Core","White","Whole","½ Gal","Plastic","2023-03-06","2023-03-22","D14","SPC","NULL","88000000","NULL"
"762",6,3,509,6946,"61","Core","White","Whole","½ Gal","Plastic","2023-03-06","2023-03-22","D14","CVTA","NULL","120000000","NULL"
"763",6,3,509,6947,"63","Core","White","Skim","½ Gal","Plastic","2023-03-06","2023-03-22","DI","SPC","NULL","530","NULL"
"764",6,3,509,6947,"63","Core","White","Skim","½ Gal","Plastic","2023-03-06","2023-03-22","DI","CVTA","NULL","280","E"
"765",6,3,509,6947,"63","Core","White","Skim","½ Gal","Plastic","2023-03-06","2023-03-22","D7","SPC","NULL","10000","NULL"
"766",6,3,509,6947,"63","Core","White","Skim","½ Gal","Plastic","2023-03-06","2023-03-22","D7","CVTA","NULL","700000","NULL"
"767",6,3,509,6947,"63","Core","White","Skim","½ Gal","Plastic","2023-03-06","2023-03-22","D14","SPC","NULL","16000000","NULL"
"768",6,3,509,6947,"63","Core","White","Skim","½ Gal","Plastic","2023-03-06","2023-03-22","D14","CVTA","NULL","4300000","NULL"
"769",6,3,509,6948,"64","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-22","DI","SPC","NULL","170","E"
"770",6,3,509,6948,"64","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-22","DI","CVTA","<","20","E"
"771",6,3,509,6948,"64","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-22","D7","SPC","NULL","350000","NULL"
"772",6,3,509,6948,"64","Core","White","1%","½ Gal","Plastic","2023-03-06","2023-03-22","D7","CVTA","NULL","340000","NULL"
