"","lot_id","unit_id","N0","spoilage_type","STorAT","time","N","logN"
"89.21",5,23,0.543990368056247,"PPC","ST_9",21,61714895.0095749,7.79038999449957
"90.21",5,38,44.9649996671101,"PPC","ST_41",21,189511928.977497,8.27763655217241
"91.21",5,51,0.937101417004003,"PPC","ST_81",21,7286331.74503305,6.86250894068539
"92.21",5,56,1.81220145499457,"PPC","ST_13",21,142296049.98975,8.15319284462775
"93.21",5,57,3.52612552352061,"PPC","ST_23",21,52950716.2701311,7.7238718392322
"94.21",5,81,30.6408576948048,"PPC","ST_81",21,84696933.8577899,7.92786768857456
"95.21",5,84,5.2382606335007,"PPC","ST_52",21,104584298.15314,8.01946648627766
"96.21",5,85,0.522296115801145,"PPC","ST_13",21,134444935.84846,8.12854444825147
"97.21",5,86,61.8731908501353,"PPC","ST_100",21,60614822.2743315,7.78257883612721
"98.21",5,90,0.135606833442993,"PPC","ST_13",21,135111641.399762,8.13069277002769
"99.21",5,96,5.60356984878103,"PPC","ST_6",21,22555.475337714,4.35325198392191
"100.21",6,1,20.5325951404185,"PPC","ST_13",21,122849043.766903,8.08937178036536
"101.21",6,10,0.291803356142763,"PPC","ST_9",21,225261973.832413,8.35268788524992
"102.21",6,11,0.140654328766445,"PPC","ST_48",21,3699230.0154762,6.5681113362752
"103.21",6,20,18.8377765647629,"PPC","ST_9",21,127613795.924285,8.10589762712744
"104.21",6,21,0.110208024496309,"PPC","ST_100",21,63269213.1474384,7.80119243335514
"105.21",6,36,0.131657636015736,"PPC","ST_9",21,106121.477255004,5.02580328691179
"106.21",6,41,2.33896199398798,"PPC","ST_52",21,9629590.01053799,6.98360779699459
"107.21",6,42,5.47147747560453,"PPC","ST_9",21,93735297.8759571,7.97190316384448
"108.21",6,45,2.46154286110889,"PPC","ST_24",21,50871758.2102291,7.70647674781034
"109.21",6,51,0.613560956472711,"PPC","ST_52",21,2249225.23842144,6.35203294805703
"110.21",6,57,0.182652204630507,"PPC","ST_9",21,75869929.9062881,7.88006968283398
"111.21",6,59,101.952049694988,"PPC","ST_9",21,365894.927319181,5.56335638857226
"112.21",6,80,0.0182351399896648,"PPC","ST_9",21,59555669.003824,7.77492310754671
"113.21",6,82,6.96240938144359,"PPC","ST_13",21,123667830.398239,8.0922567416864
"114.21",6,86,60.0111290948395,"PPC","ST_9",21,2228480.65134766,6.34800886770224
"115.21",6,87,0.225968203289116,"PPC","ST_13",21,134089763.951539,8.12739562625551
"116.21",6,95,31.3828497981817,"PPC","ST_9",21,65952503.5625433,7.8192312860501
"117.21",6,100,33.2898265551144,"PPC","ST_13",21,137834912.793459,8.13935923580895
"118.21",7,1,13.9832312648738,"PPC","ST_36",21,266096698.228833,8.42503948578816
"119.21",7,5,9.48052568942431,"PPC","ST_23",21,53689074.9133531,7.72988592094057
"120.21",7,10,3.23245581122792,"PPC","ST_36",21,524311837.333671,8.71958966284563
"121.21",7,20,175.393588545066,"PPC","ST_13",21,143618108.133277,8.15720920151182
"122.21",7,23,0.571416009108667,"PPC","ST_92",21,409544914.70788,8.61230153769626
"123.21",7,26,1.38076242421617,"PPC","ST_24",21,59225961.1533952,7.77251211743581
"124.21",7,31,7.12705620825392,"PPC","ST_2",21,12674826.9360233,7.10294203812425
"125.21",7,32,0.0349062366168081,"PPC","ST_41",21,46572.9310876812,4.66813357130503
"126.21",7,40,962.622880730504,"PPC","ST_24",21,62647006.6316721,7.79690032458149
"127.21",7,42,0.0902193937408845,"PPC","ST_9",21,35107589.310251,7.54540100932295
"128.21",7,48,0.0689185801203013,"PPC","ST_23",21,48875797.5241772,7.68909385700287
"129.21",7,49,1.29521823619234,"PPC","ST_52",21,53027.8502327444,4.72450402102803
"130.21",7,55,3.37156578560567,"PPC","ST_13",21,140391459.062139,8.1473406876014
"131.21",7,57,0.974460126810403,"PPC","ST_9",21,39065178.8667997,7.5917898171439
"132.21",7,59,1.05823152564931,"PPC","ST_13",21,129329122.746548,8.11169633171701
"133.21",7,64,0.163958871253381,"PPC","ST_17",21,464636203.42509,8.6671130460479
"134.21",7,68,7.34773870279728,"PPC","ST_13",21,134472674.307845,8.12863404193694
"135.21",7,69,2.24052445728348,"PPC","ST_75",21,4487673.72167323,6.6520212738212
"136.21",7,72,6.3732900885246,"PPC","ST_9",21,145328008.653113,8.16234932270305
"137.21",7,73,5.57669924768601,"PPC","ST_52",21,8373727.04247585,6.92291880013312
"138.21",7,79,148.609125238386,"PPC","ST_52",21,100819810.862235,8.00354587836731
"139.21",7,83,44.8640969508015,"PPC","ST_2",21,15043956.5419307,7.17736207018861
"140.21",7,84,14.2624044117779,"PPC","ST_13",21,149524187.84489,8.17471145217801
"141.21",7,93,2.4504735183108,"PPC","ST_17",21,271349.502711672,5.43352903000698
"142.21",8,7,1.07761472528167,"PPC","ST_13",21,157653915.500341,8.19770476137682
"143.21",8,8,16.1451660809463,"PPC","ST_13",21,137567410.809079,8.13851556339015
"144.21",8,16,0.905657660924609,"PPC","ST_41",21,21506088.6429357,7.33256143152871
"145.21",8,19,0.620661206400858,"PPC","ST_52",21,96591675.5796156,7.98493969985631
"146.21",8,20,0.619013469588621,"PPC","ST_23",21,53382510.893203,7.72739899735364
"147.21",8,23,2.69306039798347,"PPC","ST_41",21,655925.125660771,5.81685426716798
"148.21",8,24,16.0586353532873,"PPC","ST_9",21,126552510.24255,8.10227076406303
"149.21",8,25,0.382215422649114,"PPC","ST_13",21,130282576.255897,8.11488633787762
"150.21",8,26,4.57396695858454,"PPC","ST_2",21,15834437.4375321,7.19960263846161
"151.21",8,28,0.657587317280488,"PPC","ST_52",21,4302.61386423162,3.63373237230655
"152.21",8,30,0.0796317363263852,"PPC","ST_56",21,133706628.087466,8.12615293658482
"153.21",8,31,1269.06103073189,"PPC","ST_81",21,364553433.201461,8.56176119258214
"154.21",8,33,1.34943136292981,"PPC","ST_6",21,64235851.7124356,7.80777748686948
"155.21",8,35,42.3087727389049,"PPC","ST_13",21,151197708.555441,8.17954520935786
"156.21",8,39,4.71741015473228,"PPC","ST_41",21,480471.035902834,5.68166721234439
"157.21",8,42,0.800397135012571,"PPC","ST_17",21,3887.15229789698,3.58963155654084
"158.21",8,44,0.557521427172195,"PPC","ST_2",21,11163009.989593,7.04778131338432
"159.21",8,65,0.409876517116403,"PPC","ST_13",21,121698684.331022,8.08528588315311
"160.21",8,66,155.862142284578,"PPC","ST_2",21,12162537.2204219,7.08502418232875
"161.21",8,71,34.8037625747676,"PPC","ST_6",21,60878679.0255292,7.78446522033697
"162.21",8,72,2.13660880608057,"PPC","ST_23",21,52196529.5673522,7.71764162867559
"163.21",8,75,1.10198793800689,"PPC","ST_9",21,280026536.779297,8.44719918930909
"164.21",8,77,0.795060279659234,"PPC","ST_36",21,106603147.856846,8.02777002904959
"165.21",8,83,7.24318829462379,"PPC","ST_13",21,153059751.764158,8.18486100464518
"166.21",8,91,5.43102726726008,"PPC","ST_52",21,3845535.04405945,6.5849567734006
"167.21",8,100,21.098685231079,"PPC","ST_9",21,42581167.789645,7.6292175678032
"168.21",9,7,2.91137875684238,"PPC","ST_13",21,144266613.820522,8.15916583829294
"169.21",9,10,61.0259531913682,"PPC","ST_102",21,303876.176968291,5.48269665395701
"170.21",9,19,35.8415889050966,"PPC","ST_13",21,131745342.005231,8.11973526921904
"171.21",9,31,0.402951810232572,"PPC","ST_17",21,2006.14416401287,3.30236213874702
"172.21",9,32,0.121627204930377,"PPC","ST_9",21,16686.4613907085,4.22236424791785
"173.21",9,36,0.388971510875187,"PPC","ST_6",21,51771109.980834,7.71408747642446
"174.21",9,38,0.154380171322721,"PPC","ST_13",21,122141098.322703,8.08686182095987
"175.21",9,44,4.12756148252029,"PPC","ST_52",21,111224484.970325,8.0462004034058
"176.21",9,50,8.2364905555655,"PPC","ST_9",21,139897839.176355,8.14581100655021
"177.21",9,59,0.543657649475943,"PPC","ST_52",21,40647145.6399641,7.60903005358723
"178.21",9,65,3.19734449230132,"PPC","ST_23",21,40620812.7786098,7.60874860891945
"179.21",9,80,0.157619078147086,"PPC","ST_13",21,137509516.905385,8.13833275632239
"180.21",9,82,0.132353219903948,"PPC","ST_56",21,22236685.3995541,7.34707005179649
"181.21",9,83,2.46874040635013,"PPC","ST_13",21,123850597.319788,8.09289810548836
"182.21",9,96,15.7828143610104,"PPC","ST_9",21,116401855.672725,8.06595990387058
"183.21",10,1,1.37354420804476,"PPC","ST_17",21,2070480.17178739,6.31607107578283
"184.21",10,8,26.2565730040197,"PPC","ST_24",21,7634246.82392844,6.88276619707722
"185.21",10,10,1.34132471582396,"PPC","ST_52",21,97012423.724936,7.98682735498463
"186.21",10,13,6.99223364668998,"PPC","ST_81",21,365603586.225283,8.56301044710067
"187.21",10,14,31.2196345822351,"PPC","ST_100",21,100437344.103489,8.00189522000614
"188.21",10,16,6.46084923830995,"PPC","ST_100",21,58962992.8359649,7.77057951927361
"189.21",10,17,2.829343190427,"PPC","ST_6",21,5042826.26052392,6.70267400575669
"190.21",10,20,0.449695787750665,"PPC","ST_2",21,13258010.4295757,7.1224783563247
"191.21",10,21,2.25610449179385,"PPC","ST_17",21,432252655.134592,8.63573766963077
"192.21",10,22,0.59288404373625,"PPC","ST_41",21,363727.261365448,5.56077585265462
"193.21",10,34,2.89657465114076,"PPC","ST_52",21,81761462.237114,7.91254864986294
"194.21",10,37,0.0958749583492912,"PPC","ST_17",21,170246152.809752,8.23107730659144
"195.21",10,40,0.697560777013896,"PPC","ST_2",21,15273638.3806706,7.18394250401318
"196.21",10,45,1.78649113292549,"PPC","ST_9",21,141595332.126453,8.15104893650955
"197.21",10,53,0.206673027078791,"PPC","ST_23",21,48145201.9729931,7.6825530129459
"198.21",10,55,19.4304624389831,"PPC","ST_13",21,151485308.702355,8.18037051627807
"199.21",10,57,7.15920138908332,"PPC","ST_52",21,113781165.283067,8.05607037725575
"200.21",10,61,106.494383503653,"PPC","ST_9",21,96600190.8126085,7.98497798427037
"201.21",10,67,0.305202245354092,"PPC","ST_9",21,66529.9700977693,4.82301732825025
"202.21",10,78,4.85512987856676,"PPC","ST_13",21,147529647.713767,8.16887930536254
"203.21",10,91,0.0431143103878736,"PPC","ST_56",21,160641430.804448,8.20585756366531
"204.21",10,94,97.7286288392531,"PPC","ST_23",21,8156234.34654498,6.91148969552067
"205.21",10,95,0.334407984478178,"PPC","ST_2",21,19504.6375498787,4.29013788432993
"206.21",10,96,0.321055039499818,"PPC","ST_100",21,97297210.1112623,7.98810038753809
"207.21",11,5,7.70119901361887,"PPC","ST_2",21,15752381.678388,7.19734622616267
"208.21",11,8,9.63608476110815,"PPC","ST_2",21,28329922.7191457,7.45224538981538
"209.21",11,10,7.28134037936936,"PPC","ST_17",21,416988063.182979,8.62012362291629
"210.21",11,13,38.3017775022685,"PPC","ST_2",21,14333182.5800802,7.15634263307037
"211.21",11,25,0.478777066357833,"PPC","ST_9",21,10340.7042410329,4.0145501168604
"212.21",11,31,0.285562547756583,"PPC","ST_52",21,96108425.245979,7.98276146131527
"213.21",11,32,9.44817772467331,"PPC","ST_2",21,18777976.2224972,7.2736487848011
"214.21",11,44,3.5176869485486,"PPC","ST_81",21,190652080.970624,8.28024154996703
"215.21",11,50,144.137397751504,"PPC","ST_23",21,59551187.0193398,7.77489042259145
"216.21",11,60,16.5608389777167,"PPC","ST_6",21,4216163.20318692,6.62491741360669
"217.21",11,66,2.25989877723834,"PPC","ST_9",21,58635864.5059046,7.76816333261535
"218.21",11,70,0.0568726189096878,"PPC","ST_52",21,496599.308103657,5.69600611013
"219.21",11,73,44.2567588857714,"PPC","ST_23",21,55191703.4086487,7.741873798116
"220.21",11,76,160.799084371976,"PPC","ST_9",21,31058896.4895235,7.49218602135312
"221.21",11,77,1.57832591395157,"PPC","ST_17",21,1211715.92080869,6.08340081414857
"222.21",11,92,7.89961367338273,"PPC","ST_36",21,338985426.016767,8.5301810270038
"223.21",11,94,3.58762888962497,"PPC","ST_9",21,174743766.061401,8.24240169135091
"224.21",11,96,0.55760709342683,"PPC","ST_9",21,29687956.5265487,7.47258030538365
"225.21",12,7,60.3010816196802,"PPC","ST_102",21,43142939.9741018,7.63490973675689
"226.21",12,17,58.7136821285995,"PPC","ST_23",21,51482500.1424215,7.71165962936857
"227.21",12,18,3.78362370318753,"PPC","ST_56",21,201580967.970903,8.30444952630824
"228.21",12,21,4.3833143729505,"PPC","ST_9",21,121209318.851834,8.08353601067473
"229.21",12,22,0.0469881854601746,"PPC","ST_9",21,1622804.54180854,6.21026621451148
"230.21",12,35,3.85573179287522,"PPC","ST_9",21,114210177.084069,8.05770480491267
"231.21",12,39,0.0123730399345308,"PPC","ST_13",21,124863416.520975,8.09643521395189
"232.21",12,45,0.287225574784904,"PPC","ST_52",21,109235318.560979,8.03836307954258
"233.21",12,47,0.705379814747002,"PPC","ST_2",21,13941045.6748437,7.14429535007351
"234.21",12,49,0.206417473616828,"PPC","ST_52",21,106736154.987593,8.0283115539318
"235.21",12,51,0.0254182579636353,"PPC","ST_2",21,12709375.62521,7.10412421544885
"236.21",12,60,22.0349333743132,"PPC","ST_13",21,149433551.032127,8.17444811683841
"237.21",12,61,12.4693221223077,"PPC","ST_17",21,18375855.8615632,7.2642475756364
"238.21",12,63,9.59194095803097,"PPC","ST_56",21,184169146.231646,8.26521687480928
"239.21",12,72,14.2150365372908,"PPC","ST_9",21,141169235.156931,8.14974006174872
"240.21",12,73,19.7347885120954,"PPC","ST_9",21,54990981.8794153,7.74029147420097
"241.21",12,74,0.403671415603428,"PPC","ST_56",21,189510267.831693,8.27763274539559
"242.21",12,75,2.43667619316542,"PPC","ST_2",21,20265797.9829877,7.30676370912805
"243.21",12,78,4.27173719530921,"PPC","ST_100",21,80307349.1424795,7.90475529055864
"244.21",12,87,15.8650838801143,"PPC","ST_9",21,89989916.9614556,7.95419385106913
"245.21",12,89,28.653587121434,"PPC","ST_6",21,33282668.1308324,7.52221813456731
"246.21",12,90,8.81194315224775,"PPC","ST_23",21,52091500.7521487,7.71676686960371
"247.21",12,97,1.46563129019586,"PPC","ST_9",21,98796955.2637338,7.99474356065509
"248.21",12,98,19.754926167131,"PPC","ST_17",21,234497957.409731,8.37013906415325
"249.21",12,100,16.9372246785133,"PPC","ST_13",21,128650111.451354,8.10941016678179
"250.21",13,3,5.72750256290189,"PPC","ST_23",21,53648094.0127594,7.72955429714176
"251.21",13,4,0.616267260977068,"PPC","ST_23",21,51194823.3486216,7.70922604877291
"252.21",13,19,1.47322433725608,"PPC","ST_9",21,119479031.664466,8.07729169414231
"253.21",13,20,3.30478176341662,"PPC","ST_13",21,130760285.394704,8.11647585979155
"254.21",13,27,0.252015781871751,"PPC","ST_13",21,127870230.978061,8.10676944966423
"255.21",13,35,0.245148862939697,"PPC","ST_100",21,70451220.9585875,7.84788852407394
"256.21",13,42,16.4358749361445,"PPC","ST_52",21,13440733.7202601,7.12842297719717
"257.21",13,43,8.00005475554518,"PPC","ST_48",21,6236676.83455548,6.79495324082755
"258.21",13,44,3.66218562825927,"PPC","ST_52",21,116786967.793455,8.06739438274928
"259.21",13,45,0.104159199667174,"PPC","ST_13",21,125926852.691782,8.10011834911004
"260.21",13,46,1.26882456851667,"PPC","ST_52",21,169607.669341268,5.22944548634809
"261.21",13,47,1.90968478269818,"PPC","ST_17",21,136783.612196668,5.13603406844487
"262.21",13,58,25.5242919689656,"PPC","ST_13",21,130406633.467467,8.11529968345912
"263.21",13,59,0.855558520820218,"PPC","ST_52",21,25092765.0913335,7.39954852092964
"264.21",13,62,1.1631041269544,"PPC","ST_17",21,58295155.2382418,7.76563246315135
"265.21",13,64,1.09158579365173,"PPC","ST_100",21,96475540.4021043,7.98441721992542
"266.21",13,65,13.7103214381161,"PPC","ST_2",21,15660865.3241518,7.19481575485613
"267.21",13,78,0.480922951090947,"PPC","ST_41",21,39186273.7281832,7.59313396783562
"268.21",13,84,3.35041162503229,"PPC","ST_23",21,50861791.3992236,7.70639165236145
"269.21",13,92,1.11570269190539,"PPC","ST_9",21,93772795.7730016,7.97207686439969
"270.21",13,100,3.21373812312976,"PPC","ST_52",21,21299497.0897394,7.32836934927303
"271.21",14,17,11.9849032707883,"PPC","ST_24",21,6562370.28705972,6.81706073215939
"272.21",14,26,1.36017811050741,"PPC","ST_56",21,190903304.9203,8.28081344697002
"273.21",14,30,2.11026313822714,"PPC","ST_52",21,99869402.6767263,7.99943245234977
"274.21",14,35,0.157938756765441,"PPC","ST_13",21,131055014.138653,8.11745364162059
"275.21",14,39,59.2153436693518,"PPC","ST_100",21,89738446.3857661,7.95297854645481
"276.21",14,40,6.05790144944043,"PPC","ST_17",21,16913166.4558227,7.22822492312429
"277.21",14,48,6.54834514959755,"PPC","ST_9",21,142492017.450504,8.15379053540206
"278.21",14,55,4.36134062891583,"PPC","ST_9",21,89515653.4151925,7.951898986125
"279.21",14,59,263.472932228551,"PPC","ST_23",21,53524203.5414611,7.72855021356345
"280.21",14,72,20.7557179958474,"PPC","ST_9",21,59439862.4849487,7.77407779600661
"281.21",14,83,19.987259713176,"PPC","ST_13",21,150175763.689696,8.1765998491453
"282.21",14,92,0.534816536841091,"PPC","ST_23",21,52638445.017864,7.72130305138599
"283.21",14,93,6.08681720498456,"PPC","ST_13",21,146235482.851341,8.16505276343465
"284.21",14,95,25.1589315909877,"PPC","ST_36",21,293615209.784187,8.46777854904462
"285.21",14,97,64.6019515900373,"PPC","ST_9",21,131048172.006366,8.11743096734225
"286.21",15,4,0.0212261926138206,"PPC","ST_52",21,104790421.690866,8.02032158802071
"287.21",15,6,413.17007686773,"PPC","ST_102",21,28273910.4606663,7.45138587831766
"288.21",15,12,0.178416547895553,"PPC","ST_17",21,51120.6283230572,4.70859618309165
"289.21",15,22,0.0526528939699406,"PPC","ST_9",21,70952969.7369008,7.85097057757161
"290.21",15,29,20.4718898496864,"PPC","ST_13",21,172903584.312693,8.23780399634558
"291.21",15,32,13.7914256100921,"PPC","ST_23",21,47827663.7188471,7.67967916701468
"292.21",15,35,0.0712457177111116,"PPC","ST_17",21,77501.0734460963,4.88930771784163
"293.21",15,37,22.1394252431788,"PPC","ST_75",21,308317623.780017,8.48899835019409
"294.21",15,40,32.136034344014,"PPC","ST_17",21,11996197.6430326,7.07904361235353
"295.21",15,45,0.708581213593596,"PPC","ST_13",21,149827406.272725,8.17559126132313
"296.21",15,53,1.65896734911016,"PPC","ST_81",21,526900.029713661,5.72172822306411
"297.21",15,63,0.0577004326429716,"PPC","ST_6",21,1138065.07723022,6.05616709674614
"298.21",15,72,12.1705689600859,"PPC","ST_2",21,14515616.6886904,7.16183549134275
"299.21",15,74,53.4018099379706,"PPC","ST_23",21,51460802.6766093,7.71147655597661
"300.21",15,78,0.192850869123956,"PPC","ST_9",21,455.988174290076,2.65895357971013
"301.21",15,79,279.567900920023,"PPC","ST_9",21,46856521.1170371,7.67077004107358
"302.21",15,87,0.88183450969146,"PPC","ST_52",21,312482.646399037,5.4948259039764
"303.21",15,88,0.0215246241269416,"PPC","ST_9",21,3612658.54647404,6.55782691579169
"304.21",15,91,0.788982429754012,"PPC","ST_36",21,574268063.492311,8.75911466473194
"305.21",15,92,21.3437414352551,"PPC","ST_52",21,23238235.4451695,7.36620314757714
"306.21",16,15,0.714244150674047,"PPC","ST_9",21,1873.97221919248,3.27276314837629
"307.21",16,17,1.05629921780928,"PPC","ST_102",21,679762.781494945,5.83235738232138
"308.21",16,21,1.70106501584466,"PPC","ST_52",21,7544.40597356677,3.87762505026691
"309.21",16,26,4.30086346562368,"PPC","ST_48",21,334988883.586921,8.52503039546382
"310.21",16,29,0.246862449317545,"PPC","ST_52",21,13585.7454003844,4.13308347156457
"311.21",16,34,11.464315607708,"PPC","ST_13",21,155421018.739986,8.19150975130865
"312.21",16,36,2.49918092873438,"PPC","ST_2",21,16402246.6173201,7.2149033374795
