"","lot_id","unit_id","N0","spoilage_type","STorAT","time","N","logN"
"901.21",47,98,4.52682804827481,"PPC","ST_23",21,49743474.5739211,7.69673611739508
"902.21",48,1,1.77427713786813,"PPC","ST_17",21,5585828.67387107,6.74708761107615
"903.21",48,3,7.97104140759239,"PPC","ST_13",21,167539276.909829,8.22411663671967
"904.21",48,5,0.0724488180678071,"PPC","ST_52",21,663385.062082919,5.82176568797333
"905.21",48,15,38.5278012887482,"PPC","ST_13",21,132927476.003969,8.12361475854684
"906.21",48,19,22.6556398594012,"PPC","ST_24",21,61593860.7506616,7.78953742685627
"907.21",48,24,2.28390286202832,"PPC","ST_75",21,16190212.9534201,7.20925256116147
"908.21",48,39,9.71697627833918,"PPC","ST_23",21,46064498.6808793,7.66336634910534
"909.21",48,51,3.45549571743743,"PPC","ST_2",21,8693565.49926277,6.93919793054218
"910.21",48,58,0.405565774111087,"PPC","ST_13",21,148269616.684992,8.17105216479814
"911.21",48,61,13.9919614731523,"PPC","ST_9",21,98847161.9176689,7.9949642044419
"912.21",48,66,0.753225376748615,"PPC","ST_17",21,130405613.862335,8.11529628784494
"913.21",48,79,18.8996044879287,"PPC","ST_9",21,7271968.12151788,6.86165196638013
"914.21",48,80,1.14318043854641,"PPC","ST_2",21,14653446.1544186,7.16593977280246
"915.21",48,88,0.307784706706597,"PPC","ST_52",21,5325.79795726848,3.72638468675411
"916.21",48,89,0.411274828808069,"PPC","ST_23",21,54960184.2870765,7.74004818028742
"917.21",48,92,6.61398344400416,"PPC","ST_6",21,2148918.7546228,6.33221999618665
"918.21",49,5,16.0949775662921,"PPC","ST_9",21,93614150.4841317,7.97134150058302
"919.21",49,7,0.390615622549869,"PPC","ST_6",21,2658641.34164122,6.42465975370912
"920.21",49,17,4.77603002146355,"PPC","ST_24",21,56455780.1416485,7.75170841313632
"921.21",49,21,1.24241024849778,"PPC","ST_13",21,140878082.288204,8.14884343113838
"922.21",49,22,0.497554442979174,"PPC","ST_92",21,408587344.743491,8.611284911016
"923.21",49,37,1.51753360347139,"PPC","ST_2",21,1177.89893617594,3.07110802954785
"924.21",49,41,2.10439593142614,"PPC","ST_52",21,27826816.6952709,7.44446352718379
"925.21",49,42,1.89378177870407,"PPC","ST_17",21,1005112.83900937,6.00221482057065
"926.21",49,43,34.9149908630945,"PPC","ST_9",21,164520410.802443,8.21621978525855
"927.21",49,59,0.421669596141849,"PPC","ST_48",21,36450450.0923872,7.56170289538193
"928.21",49,61,19.1246793426897,"PPC","ST_81",21,203803871.232383,8.30921242912524
"929.21",49,64,0.0603274804584436,"PPC","ST_13",21,139415208.658909,8.14431015307591
"930.21",49,69,0.228772482480168,"PPC","ST_52",21,3634450.52657538,6.5604387614635
"931.21",49,70,3.35016238086845,"PPC","ST_17",21,242135.587950112,5.3840586246937
"932.21",49,72,1.67155232580208,"PPC","ST_17",21,152350361.449039,8.18284348891732
"933.21",49,74,14.3893111741899,"PPC","ST_102",21,37908336.0870136,7.5787347223297
"934.21",49,75,54.8804259858957,"PPC","ST_9",21,79438186.4991441,7.90002932105625
"935.21",49,76,3.71417876350437,"PPC","ST_75",21,216570.70322531,5.33559970673006
"936.21",49,82,0.0932260483344554,"PPC","ST_2",21,41063.8272460907,4.61345942419671
"937.21",50,4,31.3678732852491,"PPC","ST_13",21,132720712.680446,8.12293870508648
"938.21",50,6,884.726573237515,"PPC","ST_52",21,117380091.525429,8.06959444381253
"939.21",50,7,2.13206328405216,"PPC","ST_2",21,13379933.7141862,7.12645396188962
"940.21",50,20,8.04243369462055,"PPC","ST_24",21,64600612.6769498,7.81023663689534
"941.21",50,27,0.363084634293344,"PPC","ST_17",21,393397941.573709,8.59483208317478
"942.21",50,44,5.58200592149592,"PPC","ST_100",21,89107841.2849227,7.94991592263321
"943.21",50,46,179.540395515006,"PPC","ST_6",21,21766607.0350235,7.33779073676694
"944.21",50,52,2.95931251876329,"PPC","ST_48",21,22531903.7355036,7.35279788710313
"945.21",50,58,1.50260143641842,"PPC","ST_6",21,39501780.351032,7.59661666978354
"946.21",50,61,0.342195378934178,"PPC","ST_23",21,51047729.5304743,7.70797643056956
"947.21",50,63,0.351877818152732,"PPC","ST_102",21,165539.314587966,5.21890115267943
"948.21",50,65,1.01686656410246,"PPC","ST_13",21,120280218.209229,8.08019420731489
"949.21",50,76,0.654197338631059,"PPC","ST_9",21,901572.646374747,5.95500072678615
"950.21",50,79,6.87359404941535,"PPC","ST_13",21,119732030.68652,8.07821034831402
"951.21",50,80,30.9724005494539,"PPC","ST_9",21,83147251.2510686,7.91984789653539
"952.21",50,88,0.0947506131119587,"PPC","ST_23",21,55461740.3838339,7.74399349357282
"953.21",50,89,0.738086743638393,"PPC","ST_9",21,161479306.469561,8.20811687550983
"954.21",50,90,5243.09711108199,"PPC","ST_24",21,62915749.4449728,7.79875937423496
"955.21",50,100,0.119509419184463,"PPC","ST_13",21,135495548.04569,8.13192502590449
"956.21",51,7,29.6713054310074,"PPC","ST_13",21,132000957.977207,8.12057708304452
"957.21",51,10,5.2229078080243,"PPC","ST_23",21,60171872.041805,7.77939352328788
"958.21",51,17,0.242267873660955,"PPC","ST_81",21,521394.111343602,5.71716612191205
"959.21",51,24,3.07855050011969,"PPC","ST_9",21,96256072.7203046,7.98342813834389
"960.21",51,28,0.126031685006358,"PPC","ST_17",21,1349228.11818384,6.13008538339534
"961.21",51,38,3.21363046645028,"PPC","ST_17",21,482430.730229362,5.68343496402424
"962.21",51,42,0.00968433002207135,"PPC","ST_100",21,73763062.5305209,7.86783893966833
"963.21",51,44,0.0483448520479722,"PPC","ST_13",21,129254015.609307,8.11144404445359
"964.21",51,48,69.5797616632277,"PPC","ST_13",21,151802185.031505,8.18127802281306
"965.21",51,51,478.043760441111,"PPC","ST_9",21,167858134.611433,8.22494239253818
"966.21",51,57,0.190004160008479,"PPC","ST_13",21,147515987.49348,8.16883909084933
"967.21",51,61,2.13482740927781,"PPC","ST_24",21,63404874.0946522,7.80212264449132
"968.21",51,70,1.05730260835296,"PPC","ST_52",21,8091937.9057074,6.90805254150953
"969.21",51,73,1548.26208670753,"PPC","ST_2",21,23932308.8223631,7.37898459833944
"970.21",51,76,2.61047384836052,"PPC","ST_100",21,75059276.8094969,7.87540437570246
"971.21",51,80,0.400380203776777,"PPC","ST_9",21,11114938.3549709,7.04590705838272
"972.21",51,81,0.017489997752525,"PPC","ST_52",21,69121619.4094478,7.83961390441801
"973.21",51,83,2627.67944560317,"PPC","ST_17",21,308185864.891166,8.48881271569147
"974.21",51,84,4863.48552075896,"PPC","ST_9",21,250671815.965425,8.39910550723794
"975.21",51,87,164.41782672529,"PPC","ST_13",21,147327785.235986,8.16828466019438
"976.21",51,88,43.1911726624924,"PPC","ST_23",21,55762003.7870703,7.74633837158263
"977.21",51,92,1.50402145027669,"PPC","ST_13",21,141217535.590447,8.14988862828318
"978.21",52,9,0.832352362621359,"PPC","ST_13",21,136638784.393355,8.13557398966221
"979.21",52,12,1.2735508161506,"PPC","ST_13",21,130529351.891454,8.11570818164477
"980.21",52,21,2.44637848769081,"PPC","ST_102",21,18571858.9837736,7.26885537740629
"981.21",52,23,0.341830844832432,"PPC","ST_52",21,15540.1145353757,4.19145421535926
"982.21",52,25,0.0413755813134911,"PPC","ST_13",21,140820786.418136,8.14866676532028
"983.21",52,30,2.63746520269839,"PPC","ST_24",21,979119.044068168,5.99083549776724
"984.21",52,31,2.71215774436643,"PPC","ST_13",21,131019913.860376,8.11733730956718
"985.21",52,35,12.5896140835835,"PPC","ST_52",21,4681198.8456968,6.67035708926987
"986.21",52,38,0.247245723942878,"PPC","ST_2",21,10025467.8376394,7.00110464808169
"987.21",52,39,21.54776270837,"PPC","ST_9",21,166827457.081392,8.22226752998037
"988.21",52,42,0.0602034321528169,"PPC","ST_24",21,61091267.1857529,7.78597913357975
"989.21",52,43,0.132247363685987,"PPC","ST_13",21,135578006.710001,8.13218924455195
"990.21",52,44,0.106745531097561,"PPC","ST_13",21,132813784.928172,8.12324315340205
"991.21",52,45,6.52971947623297,"PPC","ST_13",21,146624984.873926,8.16620798032106
"992.21",52,48,1.0414523680189,"PPC","ST_56",21,169975838.336031,8.23038719183064
"993.21",52,53,21.4918181474312,"PPC","ST_13",21,129532760.301886,8.1123796203016
"994.21",52,57,7.23452939610574,"PPC","ST_17",21,337689547.800404,8.52851761851857
"995.21",52,62,18.2601670846144,"PPC","ST_102",21,560051.244773539,5.74822776683506
"996.21",52,68,7.8560178590739,"PPC","ST_52",21,85917994.6248717,7.93408413179221
"997.21",52,75,20.2181846325429,"PPC","ST_13",21,133798020.601533,8.12644968855744
"998.21",52,79,215.202008192814,"PPC","ST_52",21,119982576.081908,8.07911818220676
"999.21",52,82,45.834247961222,"PPC","ST_24",21,43885767.8343599,7.64232370126406
"1000.21",52,85,47.8250873108767,"PPC","ST_13",21,140874947.148597,8.14883376612194
"1001.21",52,86,1.51192601548561,"PPC","ST_41",21,89888860.5590845,7.95370587529864
"1002.21",52,91,0.324716713757041,"PPC","ST_9",21,84293813.1955215,7.92579570044151
"1003.21",52,95,457.041657592252,"PPC","ST_17",21,416529920.418261,8.61964620335584
"1004.21",52,98,1.17107923243144,"PPC","ST_9",21,1339893.16084422,6.12707017037552
"1005.21",52,99,16.5548415929559,"PPC","ST_13",21,143690989.771015,8.15742953629419
"1006.21",53,7,0.0596419984239224,"PPC","ST_6",21,15791929.6642671,7.1984352010241
"1007.21",53,9,2.21722496423107,"PPC","ST_52",21,108217459.509395,8.03429733430917
"1008.21",53,37,32.4083869527306,"PPC","ST_24",21,48778701.8879968,7.68823023856932
"1009.21",53,44,2.77262534587989,"PPC","ST_100",21,74987604.1846541,7.8749894783366
"1010.21",53,47,3.82429987025715,"PPC","ST_13",21,152020251.532796,8.1819014467809
"1011.21",53,54,18.7295278716532,"PPC","ST_9",21,1133781.72412636,6.05452945214777
"1012.21",53,55,186.246285146842,"PPC","ST_2",21,15567626.3437326,7.19222239905464
"1013.21",53,57,0.0736744445567519,"PPC","ST_2",21,345.972773363198,2.53904192294487
"1014.21",53,58,2.5202822621705,"PPC","ST_52",21,123635638.488405,8.09214367599472
"1015.21",53,59,0.311639672585515,"PPC","ST_24",21,25713719.1393338,7.41016489596904
"1016.21",53,61,1.9239775193236,"PPC","ST_100",21,92887168.5980064,7.96795572484443
"1017.21",53,63,0.40541937706717,"PPC","ST_102",21,1568.83815292128,3.19557814249151
"1018.21",53,64,4.51322350071598,"PPC","ST_52",21,125388761.523638,8.09825861283446
"1019.21",53,66,1.5955121282092,"PPC","ST_41",21,22628051.9682504,7.35464716748301
"1020.21",53,73,5.29605095105362,"PPC","ST_48",21,368281193.189108,8.56617954154637
"1021.21",53,76,0.631209165337162,"PPC","ST_13",21,122814732.267978,8.08925046581922
"1022.21",53,79,16.370330702701,"PPC","ST_6",21,152996462.431065,8.18468138922002
"1023.21",53,85,0.0590857068145422,"PPC","ST_13",21,146891364.575034,8.16699626530934
"1024.21",53,95,13.0207741901673,"PPC","ST_13",21,136214792.976038,8.13422427467662
"1025.21",53,96,18.8799613497111,"PPC","ST_2",21,12100792.870546,7.08281382717776
"1026.21",53,97,173.562018152694,"PPC","ST_24",21,58993924.3584987,7.77080728700747
"1027.21",54,8,1.92994120223413,"PPC","ST_24",21,5796487.55438368,6.76316490772964
"1028.21",54,16,0.0373183923930204,"PPC","ST_23",21,54361854.0969065,7.7352942606124
"1029.21",54,18,31.338626762854,"PPC","ST_41",21,245761500.705971,8.39051385031403
"1030.21",54,19,3.12353362955142,"PPC","ST_52",21,72651731.7863497,7.86124597095739
"1031.21",54,23,240.446800633648,"PPC","ST_52",21,2178454.28479816,6.33814845063018
"1032.21",54,29,4.32754726657265,"PPC","ST_36",21,591419986.836288,8.77189599727166
"1033.21",54,36,1.17014077004206,"PPC","ST_56",21,175173024.201156,8.24346722773048
"1034.21",54,38,1.41745694483619,"PPC","ST_9",21,77275361.4342367,7.88804104503301
"1035.21",54,41,214.376524452274,"PPC","ST_24",21,27427183.0782695,7.43818120547602
"1036.21",54,42,10.291529419244,"PPC","ST_36",21,360079557.385967,8.55639846609086
"1037.21",54,47,149.411679502893,"PPC","ST_17",21,18745635.0731333,7.27290015823238
"1038.21",54,48,0.0191658740704182,"PPC","ST_13",21,162498648.849562,8.21084975424031
"1039.21",54,56,2.48532324400121,"PPC","ST_13",21,142439901.246823,8.15363166390719
"1040.21",54,57,34.8291854831303,"PPC","ST_100",21,75202515.4081668,7.87623236731526
"1041.21",54,62,0.834907292130964,"PPC","ST_9",21,1910379.31490805,6.28111960704667
"1042.21",54,65,0.0423610165620839,"PPC","ST_36",21,331383873.83455,8.52033137048322
"1043.21",54,69,15.6851959335609,"PPC","ST_102",21,13911148.8967864,7.143362999074
"1044.21",54,71,0.654910168980007,"PPC","ST_52",21,1141.77469527834,3.05758041367262
"1045.21",54,73,0.24348035366924,"PPC","ST_100",21,10480126.7852459,7.02036653663622
"1046.21",54,81,0.341619090086706,"PPC","ST_6",21,55033941.6718532,7.74063061920822
"1047.21",54,82,0.607493638771616,"PPC","ST_9",21,104581315.127501,8.0194540988536
"1048.21",54,83,3.00329963195305,"PPC","ST_102",21,172.710782543695,2.23731945194527
"1049.21",54,91,63.7146993398137,"PPC","ST_36",21,328113211.759925,8.51602371797797
"1050.21",54,92,10.8688361513565,"PPC","ST_56",21,183263899.136681,8.26307692240978
"1051.21",54,93,6.0405744686981,"PPC","ST_6",21,219282.210989155,5.34100340147867
"1052.21",54,97,1.05170829182116,"PPC","ST_13",21,152472703.22975,8.18319210009068
"1053.21",55,3,0.710677514864103,"PPC","ST_52",21,112781760.752083,8.05223887052317
"1054.21",55,11,2.85361276121777,"PPC","ST_24",21,27215342.8924115,7.43481381046438
"1055.21",55,14,0.15476180928534,"PPC","ST_9",21,598648.092108128,5.7771716027451
"1056.21",55,21,0.0997863892670068,"PPC","ST_23",21,50830516.502051,7.7061245227039
"1057.21",55,26,7.83845088759747,"PPC","ST_52",21,3038349.44368938,6.48263772105362
"1058.21",55,33,908.41409602963,"PPC","ST_52",21,127115177.170828,8.10419740710815
"1059.21",55,35,0.289743900594347,"PPC","ST_102",21,561.054749108855,2.74900524285279
"1060.21",55,36,0.200749198781019,"PPC","ST_52",21,20767591.8366056,7.31738613964012
"1061.21",55,39,1.209674263514,"PPC","ST_2",21,1397135.17021179,6.14523842532483
"1062.21",55,43,0.737199561734839,"PPC","ST_13",21,136875340.533718,8.13632521267172
"1063.21",55,45,0.655695435641208,"PPC","ST_9",21,147844903.672341,8.16980635865499
"1064.21",55,47,0.89863432096926,"PPC","ST_52",21,109398202.368339,8.03901018572753
"1065.21",55,49,3.9577627453661,"PPC","ST_9",21,123128073.894443,8.09035708581008
"1066.21",55,53,0.139064699652509,"PPC","ST_13",21,122832434.348603,8.08931305897715
"1067.21",55,54,7.17065686436199,"PPC","ST_9",21,3561235.7759551,6.55160072762162
"1068.21",55,62,0.368319922096524,"PPC","ST_13",21,139900126.248036,8.14581810640606
"1069.21",55,63,0.0613440622119049,"PPC","ST_102",21,1583.33058029162,3.19957159976929
"1070.21",55,70,6.5185547271101,"PPC","ST_13",21,161403556.113529,8.20791309905686
"1071.21",55,77,0.136152781980189,"PPC","ST_9",21,112663430.478359,8.05178297089311
"1072.21",55,80,1.04100987756198,"PPC","ST_13",21,119383042.324905,8.07694264213886
"1073.21",55,82,2.31069340272813,"PPC","ST_23",21,49922713.8159474,7.69829818571395
"1074.21",55,85,0.119406227492506,"PPC","ST_2",21,9698446.8035109,6.98670218801104
"1075.21",55,90,0.329895302402247,"PPC","ST_6",21,108445406.447966,8.03521116080801
"1076.21",56,7,5.22664305423835,"PPC","ST_81",21,12339.2484753557,4.09128870970168
"1077.21",56,9,53.7146626105588,"PPC","ST_36",21,619770038.851207,8.79223057758881
"1078.21",56,15,0.160891193479874,"PPC","ST_2",21,6885447.89436018,6.83793219611398
"1079.21",56,24,0.161320645994541,"PPC","ST_17",21,832359.233469065,5.92031080158165
"1080.21",56,30,2.11704338055656,"PPC","ST_9",21,211816500.933609,8.32595978950741
"1081.21",56,31,2.13304876598912,"PPC","ST_75",21,446355354.234419,8.64968074869993
"1082.21",56,34,5.29026360774296,"PPC","ST_13",21,152490748.959688,8.18324349746887
"1083.21",56,35,33.2299484161156,"PPC","ST_17",21,393013376.996204,8.59440733270816
"1084.21",56,38,6.61748880695886,"PPC","ST_41",21,157856246.921154,8.19826177311264
"1085.21",56,53,1.68261221224264,"PPC","ST_23",21,51625329.9965172,7.71286284074598
"1086.21",56,55,1.56765796123485,"PPC","ST_23",21,55831884.4103932,7.74688228619226
"1087.21",56,68,15.1419665888409,"PPC","ST_102",21,32021746.6290199,7.50544501686052
"1088.21",56,82,25.9327081026144,"PPC","ST_56",21,191090422.438884,8.281238920513
"1089.21",56,85,26.8251606563468,"PPC","ST_102",21,3435056.0541955,6.53593382839096
"1090.21",56,91,3.50567555492614,"PPC","ST_9",21,143650356.47488,8.15730670805077
"1091.21",57,9,70.4638307583167,"PPC","ST_100",21,66343568.9561779,7.82179883070898
"1092.21",57,16,0.0176716658621098,"PPC","ST_2",21,12756676.9472205,7.10573755750113
"1093.21",57,17,3.66705616594093,"PPC","ST_9",21,48675157.6068822,7.68730736641063
"1094.21",57,18,24.946914626823,"PPC","ST_48",21,349269189.158318,8.54316027596484
"1095.21",57,20,18.1798410105628,"PPC","ST_6",21,39113845.4811991,7.59233051575182
"1096.21",57,22,9.55010538722701,"PPC","ST_6",21,5912.45105004814,3.7717675581802
"1097.21",57,23,46.2754655635227,"PPC","ST_9",21,229293433.985254,8.36039161851188
"1098.21",57,24,0.0754101480967016,"PPC","ST_23",21,56018413.9202601,7.74833080824638
"1099.21",57,26,45.6259090552163,"PPC","ST_9",21,57417811.459484,7.75904663488317
"1100.21",57,31,23.7951201557848,"PPC","ST_24",21,5907596.18253901,6.77141080118141
"1101.21",57,35,64.9077350009558,"PPC","ST_13",21,161328656.534949,8.20771151723154
"1102.21",57,38,92.8857643315866,"PPC","ST_36",21,362414416.476871,8.55920546514115
"1103.21",57,39,0.0765274157985815,"PPC","ST_9",21,98735675.3391011,7.99447410103324
"1104.21",57,40,117.433281572231,"PPC","ST_6",21,62771292.9002374,7.79776107390571
"1105.21",57,43,105.383855997687,"PPC","ST_13",21,140949720.91027,8.1490642202768
"1106.21",57,44,403.248289011874,"PPC","ST_6",21,36335290.6325941,7.56032863830462
"1107.21",57,50,4.06200167497322,"PPC","ST_13",21,114084161.037603,8.05722535299441
"1108.21",57,52,18.6192102726718,"PPC","ST_36",21,435331817.127414,8.63882040962902
"1109.21",57,62,41.9803177019458,"PPC","ST_13",21,113202310.288844,8.05385529023969
"1110.21",57,67,27.7104906166428,"PPC","ST_9",21,185317174.200542,8.2679156692644
"1111.21",57,75,0.440141990977245,"PPC","ST_52",21,1634751.76075491,6.21345181380402
"1112.21",57,86,2.19463770078663,"PPC","ST_36",21,288253367.310039,8.45977438932537
"1113.21",57,87,2.93664705043543,"PPC","ST_9",21,91406611.7111538,7.96097761067714
"1114.21",57,88,22.4384577678383,"PPC","ST_6",21,71051479.8134759,7.85157312755743
"1115.21",57,95,0.0735784690459427,"PPC","ST_9",21,90534399.411883,7.95681362490911
"1116.21",58,3,28.3625251628149,"PPC","ST_9",21,112612964.072662,8.05158838963726
"1117.21",58,13,59.9079901878588,"PPC","ST_13",21,127766932.162958,8.10641846698802
"1118.21",58,21,21.1202728481735,"PPC","ST_13",21,153785306.164617,8.18691484160012
"1119.21",58,22,4.65977684788684,"PPC","ST_13",21,127042455.766491,8.10394888019895
"1120.21",58,28,0.576061839320055,"PPC","ST_6",21,7441746.55302509,6.87167487497106
"1121.21",58,35,15.612821044696,"PPC","ST_23",21,48098488.1193341,7.6821314254019
"1122.21",58,40,5.0273153656355,"PPC","ST_9",21,70974469.3200121,7.85110215396645
"1123.21",58,41,655.383584825867,"PPC","ST_9",21,137961474.616145,8.13975782772371
"1124.21",58,44,0.561271752730528,"PPC","ST_6",21,3132.78500293909,3.49593059110224
"1125.21",58,47,0.868121181786533,"PPC","ST_6",21,277132.770574027,5.4426878835519
"1126.21",58,49,0.368749946679365,"PPC","ST_13",21,132942618.231036,8.12366422771098
"1127.21",58,59,3.47975014759504,"PPC","ST_6",21,87.7501153581119,1.94324769607072
"1128.21",58,73,0.332297944280047,"PPC","ST_92",21,226574087.358823,8.35521023932889
"1129.21",58,76,0.438940784595442,"PPC","ST_81",21,675880.94483788,5.82987020251922
"1130.21",58,77,1.12511613743309,"PPC","ST_2",21,21573768.3503871,7.33392601115902
"1131.21",58,89,8.65721175629836,"PPC","ST_102",21,31724.0672308621,4.50138886158014
"1132.21",59,5,4.57716904865763,"PPC","ST_36",21,34063690.5763368,7.53229169912009
"1133.21",59,14,0.00122109258105919,"PPC","ST_6",21,21900.3210113918,4.34045048070561
"1134.21",59,42,2.76033269585737,"PPC","ST_13",21,131540405.806925,8.11905917733954
"1135.21",59,46,1.05901947614803,"PPC","ST_9",21,204881073.532739,8.31150184107597
"1136.21",59,48,0.0792282478890466,"PPC","ST_2",21,16687328.2408864,7.2223868086311
"1137.21",59,49,17.8088572536435,"PPC","ST_24",21,61649326.3165333,7.78992833513109
"1138.21",59,50,0.481115323440992,"PPC","ST_23",21,43422413.133302,7.63771395503171
"1139.21",59,51,15.1870640410877,"PPC","ST_24",21,32770886.1390516,7.51548818505333
"1140.21",59,57,33.0295969095897,"PPC","ST_9",21,74430302.1427142,7.87174978197249
"1141.21",59,59,0.647363676165281,"PPC","ST_9",21,29443660.9060088,7.46899180744646
"1142.21",59,60,8.18074618188937,"PPC","ST_41",21,227989540.896093,8.3579149240386
"1143.21",59,63,11.8997302870365,"PPC","ST_6",21,86109859.2056607,7.93505287913637
"1144.21",59,64,155.892235148426,"PPC","ST_81",21,1214292.27086626,6.0843232306828
"1145.21",59,65,2.61149400621724,"PPC","ST_81",21,21964242.9881459,7.3417162396188
"1146.21",59,82,0.184470044488935,"PPC","ST_13",21,147731612.999189,8.16947343967235
"1147.21",59,89,0.504057530805736,"PPC","ST_56",21,128935444.534213,8.11037232192749
"1148.21",59,91,9.63185011773981,"PPC","ST_100",21,59882357.131816,7.77729888701492
"1149.21",59,92,7.44052661170365,"PPC","ST_13",21,135173007.096845,8.13088997533867
"1150.21",59,93,0.0856530520469614,"PPC","ST_13",21,125844847.967633,8.09983544042449
"1151.21",59,94,0.0270393990221921,"PPC","ST_100",21,98646300.8924735,7.99408080441733
"1152.21",59,97,0.0930975278712228,"PPC","ST_52",21,103473752.635664,8.0148301997337
"1153.21",60,5,9.7017402266896,"PPC","ST_2",21,2030630.57638135,6.30763092132104
"1154.21",60,6,7.90296390321692,"PPC","ST_13",21,147883416.490003,8.16991947534451
"1155.21",60,9,0.071723792240455,"PPC","ST_13",21,143688146.117788,8.15742094149554
"1156.21",60,10,3.755844193434,"PPC","ST_81",21,141153.366683704,5.14969124107109
"1157.21",60,15,6.2944435422007,"PPC","ST_81",21,229597950.939401,8.36096800785624
"1158.21",60,16,0.370955725218412,"PPC","ST_13",21,149540745.731107,8.1747595420596
"1159.21",60,21,8.40835522605137,"PPC","ST_9",21,151049697.341873,8.17911985941475
"1160.21",60,23,13.9558346513502,"PPC","ST_52",21,516081.794357968,5.71271853888136
"1161.21",60,24,13.392012190205,"PPC","ST_2",21,19918873.4503589,7.29926477243468
"1162.21",60,25,5.56206606410151,"PPC","ST_41",21,20243.5580519284,4.30628684742237
"1163.21",60,42,4.85550740760779,"PPC","ST_13",21,133905871.277383,8.12679961963686
"1164.21",60,44,0.942135764303924,"PPC","ST_2",21,11731.863517847,4.06936700199086
"1165.21",60,52,1.97365886474811,"PPC","ST_36",21,448313311.94966,8.65158163474009
"1166.21",60,56,4.06081546537227,"PPC","ST_6",21,167.306848589699,2.22351371886938
"1167.21",60,63,0.541921612645241,"PPC","ST_13",21,156190464.864616,8.19365451748571
"1168.21",60,69,0.849924179899988,"PPC","ST_75",21,3232.9410983704,3.5095977921817
"1169.21",60,70,2.70561601615969,"PPC","ST_2",21,15602792.0050701,7.1932023191173
"1170.21",60,75,1.44245245976021,"PPC","ST_24",21,61000690.4404678,7.78533475063025
"1171.21",60,83,0.331177779119245,"PPC","ST_81",21,41107399.8804321,7.61392000771461
"1172.21",60,87,1.89126498588398,"PPC","ST_36",21,208322962.216068,8.31873714231507
"1173.21",60,89,1.2384340498419,"PPC","ST_13",21,142856433.492853,8.15489980346941
"1174.21",61,1,0.18404978661828,"PPC","ST_9",21,80046.3650983996,4.90334161541148
"1175.21",61,10,1.352906697106,"PPC","ST_9",21,58707717.2021722,7.76869519354791
"1176.21",61,11,1.80627315605064,"PPC","ST_100",21,76646699.5242372,7.88449345848234
"1177.21",61,19,1.39719431966499,"PPC","ST_102",21,963464.629732716,5.98383577566623
"1178.21",61,54,33.717873076019,"PPC","ST_23",21,49455419.5757343,7.69421389073332
"1179.21",61,69,4.07524142419631,"PPC","ST_17",21,2837879.86388923,6.45299400650048
"1180.21",61,71,212.588063613803,"PPC","ST_6",21,70168885.6595841,7.84614457962506
"1181.21",61,78,0.919266458009957,"PPC","ST_13",21,133174763.222351,8.12442193330505
"1182.21",61,80,7.26003306298433,"PPC","ST_13",21,149130412.443172,8.17356621896874
"1183.21",61,84,0.174011934123929,"PPC","ST_24",21,58453838.6480949,7.7668130364379
"1184.21",61,90,0.187089154392053,"PPC","ST_36",21,25389479.1752313,7.40465379210479
"1185.21",61,93,7.50193882243437,"PPC","ST_24",21,45317715.1962989,7.6562680057224
"1186.21",61,99,0.0149648523423173,"PPC","ST_100",21,97207970.0194393,7.98770187391355
"1187.21",62,9,10.0708922276469,"PPC","ST_56",21,140304745.66501,8.14707236084497
"1188.21",62,16,0.255308260944828,"PPC","ST_9",21,757.672302453729,2.87948141142606
"1189.21",62,21,1.42481848068647,"PPC","ST_9",21,138338692.088674,8.14094366536206
"1190.21",62,26,43.429611136801,"PPC","ST_56",21,190442489.556782,8.27976385014812
"1191.21",62,57,27.8782773268702,"PPC","ST_2",21,23718771.9128406,7.37509219880335
"1192.21",62,60,2.67106694986812,"PPC","ST_81",21,4590743.60444415,6.6618830378576
"1193.21",62,63,9.44518805567595,"PPC","ST_100",21,56320247.6673796,7.75066455594123
"1194.21",62,67,11.6361510153248,"PPC","ST_6",21,17712210.2164416,7.24827275796661
"1195.21",62,74,23.5179612255908,"PPC","ST_24",21,59030464.980996,7.77107620415776
"1196.21",62,76,76.6516052796386,"PPC","ST_52",21,26495023.4798489,7.42316430872162
"1197.21",62,79,23.6960037647244,"PPC","ST_81",21,384102299.489602,8.58444690714606
"1198.21",62,82,240.755978683318,"PPC","ST_56",21,179876649.938363,8.25497479057685
"1199.21",62,88,0.1739888065321,"PPC","ST_36",21,412751963.782281,8.61568914821655
"1200.21",62,89,1.52615909824956,"PPC","ST_9",21,141075420.457994,8.14945135330546
"1201.21",62,100,2.80682779413085,"PPC","ST_9",21,71789582.0604334,7.85606142499523
"1202.21",63,1,0.00488758869077859,"PPC","ST_13",21,149470241.975837,8.17455473759627
"1203.21",63,3,0.243692321477592,"PPC","ST_13",21,169884778.857061,8.23015446918973
"1204.21",63,5,1.81822151098728,"PPC","ST_56",21,115082614.885084,8.06100972128625
"1205.21",63,9,5.05857620383966,"PPC","ST_9",21,241496.480761319,5.38291080632117
"1206.21",63,20,0.148811780746403,"PPC","ST_9",21,150386931.471762,8.17721009798238
"1207.21",63,28,26.6564961164334,"PPC","ST_9",21,57679278.8389553,7.76101982178384
"1208.21",63,30,1.62836493460896,"PPC","ST_81",21,1456814.28417248,6.16340419109746
"1209.21",63,32,0.691701041229575,"PPC","ST_102",21,7953.05844677068,3.90053417408066
