plantID,tier,projectNumber,sampleUniqueID,sampleID,product,flavorName,fatLevel,size,container,dateProcessed,dateCode,sampleDay,test,greaterThanLessThan,dataValue,countability
17,3,508,6903,53-1,Extras,White,Skim,Gal,Plastic,2023-02-13,2023-03-05,D7,CVTA,NULL,21000,NULL
17,3,508,6903,53-1,Extras,White,Skim,Gal,Plastic,2023-02-13,2023-03-05,D14,SPC,NULL,570000000,NULL
17,3,508,6903,53-1,Extras,White,Skim,Gal,Plastic,2023-02-13,2023-03-05,D14,CVTA,NULL,1800000000,NULL
17,3,508,6898,54,Core,White,1%,"½ Gal",Plastic,2023-02-13,2023-03-05,DI,SPC,NULL,30,E
17,3,508,6898,54,Core,White,1%,"½ Gal",Plastic,2023-02-13,2023-03-05,DI,CVTA,<,20,E
17,3,508,6898,54,Core,White,1%,"½ Gal",Plastic,2023-02-13,2023-03-05,D7,SPC,NULL,980,NULL
17,3,508,6898,54,Core,White,1%,"½ Gal",Plastic,2023-02-13,2023-03-05,D7,CVTA,NULL,1100,NULL
17,3,508,6898,54,Core,White,1%,"½ Gal",Plastic,2023-02-13,2023-03-05,D14,SPC,NULL,19000000,NULL
17,3,508,6898,54,Core,White,1%,"½ Gal",Plastic,2023-02-13,2023-03-05,D14,CVTA,NULL,49000000,NULL
17,3,508,6900,55,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-13,2023-03-02,DI,SPC,NULL,40,E
17,3,508,6900,55,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-13,2023-03-02,DI,CVTA,<,20,E
17,3,508,6900,55,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-13,2023-03-02,D7,SPC,NULL,50,E
17,3,508,6900,55,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-13,2023-03-02,D7,CVTA,<,20,E
17,3,508,6900,55,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-13,2023-03-02,D14,SPC,NULL,13000,NULL
17,3,508,6900,55,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-13,2023-03-02,D14,CVTA,<,20,E
17,3,508,6901,55-1,Flavored,Chocolate,1%,"½ Gal",Plastic,2023-02-13,2023-03-02,DI,SPC,<,10,E
17,3,508,6901,55-1,Flavored,Chocolate,1%,"½ Gal",Plastic,2023-02-13,2023-03-02,DI,CVTA,<,20,E
17,3,508,6901,55-1,Flavored,Chocolate,1%,"½ Gal",Plastic,2023-02-13,2023-03-02,D7,SPC,NULL,30,E
17,3,508,6901,55-1,Flavored,Chocolate,1%,"½ Gal",Plastic,2023-02-13,2023-03-02,D7,CVTA,<,20,E
17,3,508,6901,55-1,Flavored,Chocolate,1%,"½ Gal",Plastic,2023-02-13,2023-03-02,D14,SPC,NULL,7000,NULL
17,3,508,6901,55-1,Flavored,Chocolate,1%,"½ Gal",Plastic,2023-02-13,2023-03-02,D14,CVTA,<,20,E
17,3,508,6906,55-2,Flavored,Chocolate,1%,Gal,Plastic,2023-02-13,2023-03-02,DI,SPC,NULL,20,E
17,3,508,6906,55-2,Flavored,Chocolate,1%,Gal,Plastic,2023-02-13,2023-03-02,DI,CVTA,<,20,E
17,3,508,6906,55-2,Flavored,Chocolate,1%,Gal,Plastic,2023-02-13,2023-03-02,D7,SPC,<,10,E
17,3,508,6906,55-2,Flavored,Chocolate,1%,Gal,Plastic,2023-02-13,2023-03-02,D7,CVTA,<,20,E
17,3,508,6906,55-2,Flavored,Chocolate,1%,Gal,Plastic,2023-02-13,2023-03-02,D14,SPC,NULL,3800,NULL
17,3,508,6906,55-2,Flavored,Chocolate,1%,Gal,Plastic,2023-02-13,2023-03-02,D14,CVTA,<,20,E
67,2,508,6876,61,Core,White,Whole,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,SPC,NULL,20,E
67,2,508,6876,61,Core,White,Whole,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6876,61,Core,White,Whole,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,SPC,NULL,10,E
67,2,508,6876,61,Core,White,Whole,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,CVTA,<,20,E
67,2,508,6876,61,Core,White,Whole,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,SPC,NULL,20,E
67,2,508,6876,61,Core,White,Whole,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,CVTA,<,20,E
67,2,508,6877,62,Core,White,2%,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,SPC,NULL,30,E
67,2,508,6877,62,Core,White,2%,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6877,62,Core,White,2%,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,SPC,NULL,12000,NULL
67,2,508,6877,62,Core,White,2%,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,CVTA,NULL,18000,NULL
67,2,508,6877,62,Core,White,2%,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,SPC,NULL,27000000,NULL
67,2,508,6877,62,Core,White,2%,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,CVTA,NULL,56000000,NULL
67,2,508,6880,62-1,"Single Serve",White,2%,"½ Pt",Paper,2023-02-06,2023-02-23,DI,SPC,<,10,E
67,2,508,6880,62-1,"Single Serve",White,2%,"½ Pt",Paper,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6880,62-1,"Single Serve",White,2%,"½ Pt",Paper,2023-02-06,2023-02-23,D7,SPC,<,10,E
67,2,508,6880,62-1,"Single Serve",White,2%,"½ Pt",Paper,2023-02-06,2023-02-23,D7,CVTA,<,20,E
67,2,508,6880,62-1,"Single Serve",White,2%,"½ Pt",Paper,2023-02-06,2023-02-23,D14,SPC,NULL,30,E
67,2,508,6880,62-1,"Single Serve",White,2%,"½ Pt",Paper,2023-02-06,2023-02-23,D14,CVTA,NULL,20,E
67,2,508,6882,62-2,Extras,White,2%,Gal,Plastic,2023-02-06,2023-02-23,DI,SPC,NULL,10,E
67,2,508,6882,62-2,Extras,White,2%,Gal,Plastic,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6882,62-2,Extras,White,2%,Gal,Plastic,2023-02-06,2023-02-23,D7,SPC,NULL,10,E
67,2,508,6882,62-2,Extras,White,2%,Gal,Plastic,2023-02-06,2023-02-23,D7,CVTA,<,20,E
67,2,508,6882,62-2,Extras,White,2%,Gal,Plastic,2023-02-06,2023-02-23,D14,SPC,NULL,1600,NULL
67,2,508,6882,62-2,Extras,White,2%,Gal,Plastic,2023-02-06,2023-02-23,D14,CVTA,NULL,2700,NULL
67,2,508,6883,62-3,Extras,White,2%,Qt,Plastic,2023-02-06,2023-02-23,DI,SPC,NULL,30,E
67,2,508,6883,62-3,Extras,White,2%,Qt,Plastic,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6883,62-3,Extras,White,2%,Qt,Plastic,2023-02-06,2023-02-23,D7,SPC,NULL,10,E
67,2,508,6883,62-3,Extras,White,2%,Qt,Plastic,2023-02-06,2023-02-23,D7,CVTA,<,20,E
67,2,508,6883,62-3,Extras,White,2%,Qt,Plastic,2023-02-06,2023-02-23,D14,SPC,NULL,280,E
67,2,508,6883,62-3,Extras,White,2%,Qt,Plastic,2023-02-06,2023-02-23,D14,CVTA,<,20,E
67,2,508,6878,63,Core,White,Skim,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,SPC,NULL,20,E
67,2,508,6878,63,Core,White,Skim,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6878,63,Core,White,Skim,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,SPC,NULL,10,E
67,2,508,6878,63,Core,White,Skim,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,CVTA,<,20,E
67,2,508,6878,63,Core,White,Skim,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,SPC,NULL,80,E
67,2,508,6878,63,Core,White,Skim,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,CVTA,<,20,E
67,2,508,6879,64,Core,White,1%,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,SPC,NULL,10,E
67,2,508,6879,64,Core,White,1%,"½ Gal",Plastic,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6879,64,Core,White,1%,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,SPC,<,10,E
67,2,508,6879,64,Core,White,1%,"½ Gal",Plastic,2023-02-06,2023-02-23,D7,CVTA,<,20,E
67,2,508,6879,64,Core,White,1%,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,SPC,NULL,20,E
67,2,508,6879,64,Core,White,1%,"½ Gal",Plastic,2023-02-06,2023-02-23,D14,CVTA,<,20,E
67,2,508,6881,65,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-06,2023-02-23,DI,SPC,NULL,20,E
67,2,508,6881,65,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-06,2023-02-23,DI,CVTA,<,20,E
67,2,508,6881,65,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-06,2023-02-23,D7,SPC,NULL,120,E
67,2,508,6881,65,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-06,2023-02-23,D7,CVTA,NULL,40,E
67,2,508,6881,65,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-06,2023-02-23,D14,SPC,NULL,53000000,NULL
67,2,508,6881,65,"Single Serve",Chocolate,1%,"½ Pt",Paper,2023-02-06,2023-02-23,D14,CVTA,NULL,54000000,NULL
4,3,509,6913,11,Core,White,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,SPC,NULL,70,E
4,3,509,6913,11,Core,White,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,CVTA,<,20,E
4,3,509,6913,11,Core,White,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,SPC,NULL,530,NULL
4,3,509,6913,11,Core,White,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,CVTA,NULL,660,NULL
4,3,509,6913,11,Core,White,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,SPC,NULL,3300000,NULL
4,3,509,6913,11,Core,White,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,CVTA,NULL,4200000,NULL
4,3,509,6914,12,Core,White,2%,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,SPC,NULL,30,E
4,3,509,6914,12,Core,White,2%,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,CVTA,<,20,E
4,3,509,6914,12,Core,White,2%,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,SPC,<,10,E
4,3,509,6914,12,Core,White,2%,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,CVTA,<,20,E
4,3,509,6914,12,Core,White,2%,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,SPC,NULL,7200000,NULL
4,3,509,6914,12,Core,White,2%,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,CVTA,>,400000,E
4,3,509,6917,12-2,Extras,White,2%,Qt,Glass,2023-03-13,2023-03-28,DI,SPC,NULL,50,E
4,3,509,6917,12-2,Extras,White,2%,Qt,Glass,2023-03-13,2023-03-28,DI,CVTA,<,20,E
4,3,509,6917,12-2,Extras,White,2%,Qt,Glass,2023-03-13,2023-03-28,D7,SPC,NULL,60,E
4,3,509,6917,12-2,Extras,White,2%,Qt,Glass,2023-03-13,2023-03-28,D7,CVTA,NULL,60,E
4,3,509,6917,12-2,Extras,White,2%,Qt,Glass,2023-03-13,2023-03-28,D14,SPC,NULL,16000000,NULL
4,3,509,6917,12-2,Extras,White,2%,Qt,Glass,2023-03-13,2023-03-28,D14,CVTA,NULL,17000000,NULL
4,3,509,6918,12-3,"Single Serve",White,2%,Pt,Plastic,2023-03-13,2023-04-01,DI,SPC,NULL,20,E
4,3,509,6918,12-3,"Single Serve",White,2%,Pt,Plastic,2023-03-13,2023-04-01,DI,CVTA,NULL,40,E
4,3,509,6918,12-3,"Single Serve",White,2%,Pt,Plastic,2023-03-13,2023-04-01,D7,SPC,NULL,7500,NULL
4,3,509,6918,12-3,"Single Serve",White,2%,Pt,Plastic,2023-03-13,2023-04-01,D7,CVTA,NULL,9300,NULL
4,3,509,6918,12-3,"Single Serve",White,2%,Pt,Plastic,2023-03-13,2023-04-01,D14,SPC,NULL,36000000,NULL
4,3,509,6918,12-3,"Single Serve",White,2%,Pt,Plastic,2023-03-13,2023-04-01,D14,CVTA,NULL,47000000,NULL
4,3,509,6915,13,Core,White,Skim,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,SPC,NULL,30,E
4,3,509,6915,13,Core,White,Skim,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,CVTA,<,20,E
4,3,509,6915,13,Core,White,Skim,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,SPC,NULL,950,NULL
4,3,509,6915,13,Core,White,Skim,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,CVTA,NULL,780,NULL
4,3,509,6915,13,Core,White,Skim,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,SPC,NULL,12000000,NULL
4,3,509,6915,13,Core,White,Skim,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,CVTA,NULL,18000000,NULL
4,3,509,6919,15,"Single Serve",Chocolate,Whole,Pt,Plastic,2023-03-13,2023-03-30,DI,SPC,NULL,110,E
4,3,509,6919,15,"Single Serve",Chocolate,Whole,Pt,Plastic,2023-03-13,2023-03-30,DI,CVTA,<,20,E
4,3,509,6919,15,"Single Serve",Chocolate,Whole,Pt,Plastic,2023-03-13,2023-03-30,D7,SPC,NULL,990,NULL
4,3,509,6919,15,"Single Serve",Chocolate,Whole,Pt,Plastic,2023-03-13,2023-03-30,D7,CVTA,NULL,1000,NULL
4,3,509,6919,15,"Single Serve",Chocolate,Whole,Pt,Plastic,2023-03-13,2023-03-30,D14,SPC,NULL,830000000,NULL
4,3,509,6919,15,"Single Serve",Chocolate,Whole,Pt,Plastic,2023-03-13,2023-03-30,D14,CVTA,NULL,910000000,NULL
4,3,509,6920,15-1,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,SPC,NULL,150,E
4,3,509,6920,15-1,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,DI,CVTA,<,20,E
4,3,509,6920,15-1,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,SPC,NULL,860,NULL
4,3,509,6920,15-1,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D7,CVTA,NULL,900,NULL
4,3,509,6920,15-1,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,SPC,NULL,620000000,NULL
4,3,509,6920,15-1,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-13,2023-03-30,D14,CVTA,NULL,53000000,NULL
4,3,509,6953,16,"Single Serve",Latte,Whole,"12 oz",Plastic,2023-03-13,2023-04-10,DI,SPC,NULL,1200,NULL
4,3,509,6953,16,"Single Serve",Latte,Whole,"12 oz",Plastic,2023-03-13,2023-04-10,DI,CVTA,<,20,E
4,3,509,6953,16,"Single Serve",Latte,Whole,"12 oz",Plastic,2023-03-13,2023-04-10,D7,SPC,NULL,960,NULL
4,3,509,6953,16,"Single Serve",Latte,Whole,"12 oz",Plastic,2023-03-13,2023-04-10,D7,CVTA,<,20,E
4,3,509,6953,16,"Single Serve",Latte,Whole,"12 oz",Plastic,2023-03-13,2023-04-10,D14,SPC,NULL,340000,NULL
4,3,509,6953,16,"Single Serve",Latte,Whole,"12 oz",Plastic,2023-03-13,2023-04-10,D14,CVTA,NULL,92000,NULL
76,1,509,6921,21,Core,White,Whole,"50 oz.",Plastic,2023-03-03,2023-03-22,DI,SPC,NULL,690,NULL
76,1,509,6921,21,Core,White,Whole,"50 oz.",Plastic,2023-03-03,2023-03-22,DI,CVTA,<,20,E
76,1,509,6921,21,Core,White,Whole,"50 oz.",Plastic,2023-03-03,2023-03-22,D14,SPC,NULL,9100000,NULL
76,1,509,6921,21,Core,White,Whole,"50 oz.",Plastic,2023-03-03,2023-03-22,D14,CVTA,NULL,8700000,NULL
76,1,509,6921,21,Core,White,Whole,"50 oz.",Plastic,2023-03-03,2023-03-22,D21,SPC,NULL,890000000,NULL
76,1,509,6921,21,Core,White,Whole,"50 oz.",Plastic,2023-03-03,2023-03-22,D21,CVTA,NULL,860000000,NULL
76,1,509,6924,21-1,"Single Serve",White,Whole,Pt,Plastic,2023-03-03,2023-03-22,DI,SPC,NULL,530,NULL
76,1,509,6924,21-1,"Single Serve",White,Whole,Pt,Plastic,2023-03-03,2023-03-22,DI,CVTA,<,20,E
76,1,509,6924,21-1,"Single Serve",White,Whole,Pt,Plastic,2023-03-03,2023-03-22,D14,SPC,NULL,3300,NULL
76,1,509,6924,21-1,"Single Serve",White,Whole,Pt,Plastic,2023-03-03,2023-03-22,D14,CVTA,<,20,E
76,1,509,6924,21-1,"Single Serve",White,Whole,Pt,Plastic,2023-03-03,2023-03-22,D21,SPC,NULL,16000000,NULL
76,1,509,6924,21-1,"Single Serve",White,Whole,Pt,Plastic,2023-03-03,2023-03-22,D21,CVTA,<,20,E
76,1,509,6923,23,Core,White,Skim,"50 oz.",Plastic,2023-03-02,2023-03-21,DI,SPC,<,10,E
76,1,509,6923,23,Core,White,Skim,"50 oz.",Plastic,2023-03-02,2023-03-21,DI,CVTA,<,20,E
76,1,509,6923,23,Core,White,Skim,"50 oz.",Plastic,2023-03-02,2023-03-21,D14,SPC,NULL,970,NULL
76,1,509,6923,23,Core,White,Skim,"50 oz.",Plastic,2023-03-02,2023-03-21,D14,CVTA,<,20,E
76,1,509,6923,23,Core,White,Skim,"50 oz.",Plastic,2023-03-02,2023-03-21,D21,SPC,NULL,2900000,NULL
76,1,509,6923,23,Core,White,Skim,"50 oz.",Plastic,2023-03-02,2023-03-21,D21,CVTA,<,20,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,DI,SPC,<,10,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,DI,CVTA,<,20,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,D7,SPC,NULL,110,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,D7,CVTA,<,20,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,D14,SPC,>,400000,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,D14,CVTA,<,20,E
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,D21,SPC,NULL,28000000,NULL
76,1,509,6925,25,"Single Serve",Chocolate,2%,Pt,Plastic,2023-03-07,2023-03-26,D21,CVTA,<,20,E
76,1,509,6926,25-1,Flavored,Chocolate,2%,Qt,Plastic,2023-03-03,2023-03-22,DI,SPC,NULL,10,E
76,1,509,6926,25-1,Flavored,Chocolate,2%,Qt,Plastic,2023-03-03,2023-03-22,DI,CVTA,NULL,20,E
76,1,509,6926,25-1,Flavored,Chocolate,2%,Qt,Plastic,2023-03-03,2023-03-22,D14,SPC,NULL,2900000,NULL
76,1,509,6926,25-1,Flavored,Chocolate,2%,Qt,Plastic,2023-03-03,2023-03-22,D14,CVTA,NULL,2600000,NULL
76,1,509,6926,25-1,Flavored,Chocolate,2%,Qt,Plastic,2023-03-03,2023-03-22,D21,SPC,NULL,2200000000,NULL
76,1,509,6926,25-1,Flavored,Chocolate,2%,Qt,Plastic,2023-03-03,2023-03-22,D21,CVTA,NULL,2100000000,NULL
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,DI,SPC,NULL,40,E
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,DI,CVTA,<,20,E
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,D7,SPC,NULL,1600,NULL
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,D7,CVTA,<,20,E
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,D14,SPC,NULL,1800000,NULL
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,D14,CVTA,<,20,E
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,D21,SPC,NULL,3900000000,NULL
76,1,509,6927,25-2,Flavored,Chocolate,2%,"50 oz.",Plastic,2023-03-07,2023-03-26,D21,CVTA,<,20,E
68,3,509,6928,31,Core,White,Whole,Qt,Plastic,2023-03-14,2023-03-31,DI,SPC,NULL,70,E
68,3,509,6928,31,Core,White,Whole,Qt,Plastic,2023-03-14,2023-03-31,DI,CVTA,<,20,E
68,3,509,6928,31,Core,White,Whole,Qt,Plastic,2023-03-14,2023-03-31,D7,SPC,NULL,70,E
68,3,509,6928,31,Core,White,Whole,Qt,Plastic,2023-03-14,2023-03-31,D7,CVTA,<,20,E
68,3,509,6928,31,Core,White,Whole,Qt,Plastic,2023-03-14,2023-03-31,D14,SPC,NULL,490,NULL
68,3,509,6928,31,Core,White,Whole,Qt,Plastic,2023-03-14,2023-03-31,D14,CVTA,<,20,E
68,3,509,6929,31-1,Core,White,Whole,Qt,Plastic,2023-03-13,2023-03-30,DI,SPC,NULL,20,E
68,3,509,6929,31-1,Core,White,Whole,Qt,Plastic,2023-03-13,2023-03-30,DI,CVTA,<,20,E
68,3,509,6929,31-1,Core,White,Whole,Qt,Plastic,2023-03-13,2023-03-30,D7,SPC,NULL,20,E
68,3,509,6929,31-1,Core,White,Whole,Qt,Plastic,2023-03-13,2023-03-30,D7,CVTA,<,20,E
68,3,509,6929,31-1,Core,White,Whole,Qt,Plastic,2023-03-13,2023-03-30,D14,SPC,NULL,10,E
68,3,509,6929,31-1,Core,White,Whole,Qt,Plastic,2023-03-13,2023-03-30,D14,CVTA,<,20,E
68,3,509,6930,31-2,Core,White,Whole,Qt,Plastic,2023-03-12,2023-03-29,DI,SPC,NULL,90,E
68,3,509,6930,31-2,Core,White,Whole,Qt,Plastic,2023-03-12,2023-03-29,DI,CVTA,<,20,E
68,3,509,6930,31-2,Core,White,Whole,Qt,Plastic,2023-03-12,2023-03-29,D7,SPC,NULL,30,E
68,3,509,6930,31-2,Core,White,Whole,Qt,Plastic,2023-03-12,2023-03-29,D7,CVTA,<,20,E
68,3,509,6930,31-2,Core,White,Whole,Qt,Plastic,2023-03-12,2023-03-29,D14,SPC,NULL,350,E
68,3,509,6930,31-2,Core,White,Whole,Qt,Plastic,2023-03-12,2023-03-29,D14,CVTA,<,20,E
14,3,509,6931,41,Core,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,SPC,NULL,170,E
14,3,509,6931,41,Core,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,CVTA,<,20,E
14,3,509,6931,41,Core,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,SPC,NULL,1200000,NULL
14,3,509,6931,41,Core,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,CVTA,NULL,6500000,NULL
14,3,509,6931,41,Core,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,SPC,NULL,40000000,NULL
14,3,509,6931,41,Core,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,CVTA,NULL,92000000,NULL
14,3,509,6936,41-1,Extras,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,SPC,NULL,380,E
14,3,509,6936,41-1,Extras,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,CVTA,<,20,E
14,3,509,6936,41-1,Extras,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,SPC,NULL,730,NULL
14,3,509,6936,41-1,Extras,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,CVTA,<,20,E
14,3,509,6936,41-1,Extras,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,SPC,NULL,26000,NULL
14,3,509,6936,41-1,Extras,White,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,CVTA,<,20,E
14,3,509,6932,42,Core,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,SPC,NULL,260,E
14,3,509,6932,42,Core,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,CVTA,<,20,E
14,3,509,6932,42,Core,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,SPC,NULL,690000,NULL
14,3,509,6932,42,Core,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,CVTA,NULL,380000,NULL
14,3,509,6932,42,Core,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,SPC,NULL,720000000,NULL
14,3,509,6932,42,Core,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,CVTA,NULL,330000000,NULL
14,3,509,6937,42-1,Extras,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,SPC,NULL,440,NULL
14,3,509,6937,42-1,Extras,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,CVTA,NULL,20,E
14,3,509,6937,42-1,Extras,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,SPC,NULL,14000,NULL
14,3,509,6937,42-1,Extras,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,CVTA,NULL,10000,NULL
14,3,509,6937,42-1,Extras,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,SPC,NULL,28000000,NULL
14,3,509,6937,42-1,Extras,White,2%,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,CVTA,NULL,11000000,NULL
14,3,509,6933,43,Core,White,Skim,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,SPC,NULL,350,E
14,3,509,6933,43,Core,White,Skim,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,CVTA,<,20,E
14,3,509,6933,43,Core,White,Skim,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,SPC,NULL,20000,NULL
14,3,509,6933,43,Core,White,Skim,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,CVTA,NULL,19000,NULL
14,3,509,6933,43,Core,White,Skim,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,SPC,NULL,25000000,NULL
14,3,509,6933,43,Core,White,Skim,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,CVTA,NULL,28000000,NULL
14,3,509,6934,45,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,SPC,NULL,290,E
14,3,509,6934,45,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,DI,CVTA,<,20,E
14,3,509,6934,45,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,SPC,NULL,1300000,NULL
14,3,509,6934,45,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D7,CVTA,NULL,2100000,NULL
14,3,509,6934,45,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,SPC,NULL,3000000000,NULL
14,3,509,6934,45,Flavored,Chocolate,Whole,"½ Gal",Plastic,2023-03-08,2023-03-22,D14,CVTA,NULL,1400000000,NULL
