,t_F,T_F,t_T,T_T,t_S,T_S,t_T2,T_T2,T_H,P_ppc,N0,logN
2091.14,1.728401155,4.037290136,5.546108662,5.011021261,3.629766201,0.91387603,0.032773079,7.709089866,4.320804873,0.244333928,0.027271319,-1.561018189
2092.14,1.213373887,3.522120667,5.34847556,7.053053265,3.509865107,0.49409539,0.053875813,8.153713867,5.08011815,0.244333928,3.666355569,2.745022107
2093.14,1.707674145,4.379557961,4.424717699,5.316635239,4.865702677,2.000054828,0.070556323,7.364824405,7.440955327,0.244333928,1.401093609,0.882775459
2094.14,1.95328643,3.662628809,5.374235002,2.619351575,3.832604388,-0.375920139,0.029948243,8.939269002,2.578876127,0.244333928,0.026293464,-1.510407061
2095.14,1.499582525,3.883806672,3.112506547,4.053750463,2.56020161,1.701273675,0.028385068,8.685749409,5.413167092,0.244333928,0.289878648,0.583999663
2096.14,1.288530234,4.100440934,4.374871737,3.70710932,5.444397241,-0.325052905,0.07042819,8.595033222,3.131588813,0.244333928,0.139122348,0.058061321
2097.14,1.837378197,3.809433089,6.579193822,6.213431226,4.968004879,3.691735803,0.084583688,9.567168603,6.191795234,0.244333928,3.388944867,0.530888284
2098.14,1.544559197,4.432102972,2.793481627,3.567568689,5.398468405,3.258904516,0.033479233,9.103255867,6.102829644,0.244333928,7.308079112,1.102729057
2099.14,1.109010101,4.22448625,5.703309606,3.846297048,4.275378524,4.674164905,0.061842887,8.449427942,4.609498218,0.244333928,8.386323045,1.032806404
2100.14,1.288555367,3.618796617,2.823680224,4.841345935,5.792650069,1.363840301,0.0750459,6.74271785,3.796573702,0.244333928,0.068901626,0.104194524
2101.14,1.931044233,3.954201607,2.639786051,5.558963828,3.574420279,4.432546645,0.044394417,8.450677343,6.357398063,0.244333928,0.78141102,2.634977473
2102.14,1.465780039,3.545738024,4.091880835,2.541278885,2.570232664,1.751794037,0.065804789,7.064766417,3.739696737,0.244333928,0.004421562,-1.529231267
2103.14,1.328455636,3.972840061,3.349792684,4.95959504,0.727658885,1.256615007,0.090454129,7.662173122,7.616956522,0.244333928,0.255039266,1.652668391
2104.14,1.35233629,4.320040991,7.735310724,4.929241699,1.021292372,0.880869399,0.074440668,9.840245334,5.105096526,0.244333928,5.419824325,1.138468201
2105.14,1.956313449,4.406144617,5.144564109,2.431039854,2.936659085,4.061974116,0.023536296,6.908180702,4.275507328,0.244333928,0.198119014,0.379050021
2106.14,1.104416497,4.160576388,5.21279492,4.732755194,5.366175812,4.768361736,0.025500274,8.181767197,8.732297971,0.244333928,0.576302433,0.716918213
2107.14,1.764273677,4.07270705,2.853768802,3.502670482,1.162101773,2.071497274,0.062205435,6.995124466,3.842598791,0.244333928,8.476011908,1.310532271
2108.14,1.058828497,3.977661727,7.429578495,9.398953783,4.466650997,1.46167964,0.035024781,8.446722436,4.254505765,0.244333928,0.094732745,0.728335917
2109.14,1.068690262,3.525940652,6.87005025,3.765546733,3.892640175,0.881041431,0.03481808,9.612176058,4.836730504,0.244333928,0.147747761,0.823911745
2110.14,1.372771553,4.421345818,4.618082221,3.79382318,6.711229335,1.179852506,0.057559694,8.460266512,4.674122857,0.244333928,0.332902321,-0.477175418
2111.14,1.135125883,3.529837675,8.076630566,3.835846294,2.125424965,2.492579286,0.073816832,9.608051032,4.043557334,0.244333928,0.06690759,-0.320500441
2112.14,1.813578703,3.766826768,5.127104122,3.102533564,5.110408104,0.747941058,0.057408426,7.204381497,5.864201333,0.244333928,0.429692616,0.396167104
2113.14,1.387025125,3.530398048,6.351748679,5.653260336,3.79854011,3.210425382,0.042825959,9.770202752,5.041358177,0.244333928,4.231674103,1.064383438
2114.14,1.43607784,3.873061816,6.0244138,6.968489985,0.334636528,0.087134572,0.048840216,8.333745503,1.42568529,0.244333928,0.040651381,-0.635478831
2115.14,1.623268697,4.414700298,4.648016849,4.876473242,2.114864587,-0.74434513,0.061756441,7.619538706,7.153006942,0.244333928,0.402927027,1.04023075
2116.14,1.550908605,3.872918599,8.910908715,3.040788255,1.544245813,4.17047126,0.032032713,7.03911625,3.864904078,0.244333928,0.277797975,-0.547084021
2117.14,1.858222501,4.082993797,2.532884566,7.036875785,3.742430929,-0.485743431,0.013332647,8.8427775,5.806324438,0.244333928,19.36735748,2.826636777
2118.14,1.347273653,4.036098768,7.488489218,5.679168276,3.859060093,2.374490169,0.042628401,9.721383773,4.050297794,0.244333928,0.575141877,0.234470557
2119.14,1.123153711,4.368589269,4.859623723,8.55201813,3.870898048,2.81599073,0.057443369,7.993194615,2.018483154,0.244333928,0.645587044,0.515122376
2120.14,1.423346978,3.737977209,4.650940926,6.291098481,3.814941266,1.425471851,0.035479944,9.243779711,5.640547314,0.244333928,0.677660938,0.866839822
2121.14,1.653700032,4.249101875,4.832083599,7.518742934,2.35695788,1.616686491,0.032304391,6.026227321,8.10485526,0.244333928,0.174902464,0.879275216
2122.14,1.329381576,4.047588706,4.815758685,6.293408744,0.747083769,1.543294146,0.043384462,6.814141636,3.189749045,0.244333928,0.036978804,0.353919672
2123.14,1.337599967,4.05916253,5.281897177,3.786233314,2.294350339,2.158501702,0.061002257,9.927302521,7.094120878,0.244333928,1.460575707,1.450430043
2124.14,1.342959576,3.796556168,5.200989061,8.046573762,2.012264326,2.312758573,0.052738956,9.131657436,0.536101284,0.244333928,1.651599479,1.521958201
2125.14,1.145952734,4.026558441,4.350196304,6.679923225,0.293301955,3.225329423,0.058253238,9.045579824,2.577771451,0.244333928,1.230074947,0.090031524
2126.14,1.263611453,4.34312226,7.269844292,3.143010516,3.47975087,2.925598506,0.019480446,7.215331719,10.35065105,0.244333928,4.982954201,1.409836488
2127.14,1.505189975,4.474957476,4.905718824,3.348343497,5.969463233,2.901713623,0.04441261,8.841721652,5.566487262,0.244333928,0.220153491,3.13032935
2128.14,1.948733777,4.054568884,4.180047378,3.447964903,1.534645897,3.046058235,0.024273625,9.560121522,3.619865598,0.244333928,4.506648896,0.668286344
2129.14,1.868405043,3.802288766,2.059915764,8.83526473,2.677103434,4.907676453,0.018701008,7.557996738,2.624083056,0.244333928,0.099236699,-0.939109605
2130.14,1.164710576,4.104768683,4.801302394,5.712509108,1.994906545,2.637669934,0.057076074,9.155737676,3.155323807,0.244333928,0.010759616,-0.840690642
2131.14,1.419806544,4.275085689,6.901416972,4.415558941,6.454926416,0.45443745,0.064579549,7.754062072,5.172345239,0.244333928,0.088325968,-1.052424561
2132.14,1.977974265,4.452787037,1.396713982,2.538818216,6.49189932,-0.016978424,0.048919363,8.881380295,4.38568643,0.244333928,0.06615639,-1.043404628
2133.14,1.167169522,3.941977891,4.118905129,3.738927001,2.82743995,0.897482283,0.028735878,8.577167554,2.454957729,0.244333928,3.400793611,0.554818501
2134.14,1.202857258,4.218002761,5.847874792,4.856144349,7.444545881,2.102350712,0.06481068,7.847009805,5.062322475,0.244333928,0.130844481,-0.244081057
2135.14,1.945079494,4.02823699,4.022653491,5.407738578,2.344932339,2.396443216,0.021987305,8.93353773,3.941654876,0.244333928,0.449816529,1.100931413
2136.14,1.60796524,4.042102934,4.991127784,9.150751049,3.840995449,3.278331547,0.037791439,9.118964807,4.635325003,0.244333928,0.099310211,3.523376736
2137.14,1.335315357,3.801111875,4.084997704,5.464931518,1.381766828,2.123189725,0.052700874,6.144066523,5.461157772,0.244333928,0.020769695,-0.706574473
2138.14,1.630409608,4.295230308,5.172204068,3.545339919,0.946600545,4.110916961,0.034957873,7.289691648,4.005198903,0.244333928,1.331047049,0.124208058
2139.14,1.795560911,4.169741669,3.603889111,7.702405347,1.579201835,2.453175856,0.018141266,8.323545444,3.986360571,0.244333928,0.167508272,-0.07953703
2140.14,1.511045524,4.061110388,2.71691347,4.007598788,2.810507562,3.326900416,0.059745733,8.471517597,4.27249783,0.244333928,0.036259446,-1.406047489
2141.14,1.983148784,3.616098418,7.792186002,3.013930832,0.090017974,2.962740392,0.029932922,6.49588215,5.455064018,0.312254558,0.003789331,-2.413476894
2142.14,1.077528978,4.111103517,7.842793563,5.395174895,1.769105886,2.804946168,0.035382829,9.863333494,4.079418155,0.312254558,0.026027349,-1.583754962
2143.14,1.640630582,4.257676959,6.169342521,5.334152463,3.370952508,0.552358471,0.046667953,7.499688623,4.4566734,0.312254558,0.111513584,0.405930277
2144.14,1.266974297,3.576288205,3.311588771,7.316178132,0.847090882,1.256967633,0.07961738,8.072282856,5.152186009,0.312254558,0.052354227,-0.038711383
2145.14,1.388376637,3.716378878,5.789105137,6.818347161,5.790423204,1.454297421,0.028764136,7.898669279,3.977241118,0.312254558,0.167589722,-0.426710218
2146.14,1.895280259,4.345238245,4.39428011,3.15267245,4.028205831,3.6480326,0.067669208,8.826065548,2.787806215,0.312254558,0.001349096,-2.747656815
2147.14,1.501084698,3.548314985,3.9224524,2.791443694,3.092406949,2.790959378,0.035269776,7.767115889,0.356671556,0.312254558,0.135463796,-0.866489592
2148.14,1.850331985,3.688184798,5.925999247,7.761971097,7.036636083,4.328028628,0.033841491,9.211170738,5.719116678,0.312254558,0.764659802,1.53885423
2149.14,1.287203113,4.079158484,4.549225503,4.736389137,0.371909407,2.563109981,0.028524174,8.948236368,5.960787789,0.312254558,0.490724774,2.108438841
2150.14,1.23326308,4.419121607,5.307004943,4.307373425,2.674543449,4.945302794,0.02992201,8.474321409,7.311179551,0.312254558,1.218499918,0.336586603
2151.14,1.816157067,3.723429401,2.349032673,9.072833238,8.388548157,3.028368252,0.074358764,8.146775495,3.728617289,0.312254558,0.23427356,-0.204524975
2152.14,1.741550886,3.679790816,6.209925212,3.565443103,3.997769553,-0.10945402,0.073849211,9.909537235,3.575816737,0.312254558,0.010344247,-1.266072513
2153.14,1.678792747,4.098215818,4.715726331,5.724654493,3.80615626,1.031483127,0.035336891,9.023084828,4.259424585,0.312254558,0.76513188,5.025046613
2154.14,1.020315726,4.056543211,5.577921975,3.869280814,4.351989104,0.741970922,0.057038733,8.962148649,4.750541526,0.312254558,0.746715168,0.365451788
2155.14,1.165081061,4.220326982,4.69348863,6.636981638,2.569027964,3.720869029,0.043930452,8.69638142,4.506878013,0.312254558,0.087235808,1.72605117
2156.14,1.142127692,4.218860697,7.646579296,4.079666014,4.260079869,3.056905378,0.012654349,6.784406629,3.423502857,0.312254558,0.031471234,-1.209879463
2157.14,1.776319209,3.586257072,4.810781431,3.172007237,3.26922418,4.155575954,0.016461954,7.161399687,7.997834835,0.312254558,0.042894968,4.779571235
2158.14,1.166861622,4.057905901,5.841656378,3.792316816,2.309599266,2.317823339,0.038516511,9.541625218,1.540973395,0.312254558,0.099966755,-0.371227602
2159.14,1.508701036,4.053742719,5.068062964,8.84088944,3.045390078,4.612146893,0.063927383,8.028287316,5.689720661,0.312254558,11.63535563,4.543488189
2160.14,1.418215331,4.431152779,8.896315929,5.083091004,1.821837503,1.584323681,0.05660245,6.996356847,2.929255706,0.312254558,3.97677528,4.045651745
2161.14,1.868538807,4.120619214,3.179334614,4.925600508,9.372304961,2.078211033,0.042452382,8.074875614,4.259853384,0.312254558,0.06193771,-1.203136538
2162.14,1.40459049,4.255739143,5.874843521,8.179345205,3.050135945,2.981389475,0.021808814,9.53443808,4.108053232,0.312254558,0.009089413,-0.001919703
2163.14,1.75924158,3.637532759,6.791368939,2.134022484,0.95154195,0.247487993,0.054944218,9.396195116,4.060312585,0.312254558,1.576983936,0.201704341
2164.14,1.833818185,3.991145843,3.209955352,4.640176387,7.04245009,3.407981578,0.039042696,9.559698086,0.712919371,0.312254558,0.161208026,-0.575195483
2165.14,1.596626344,4.081180817,5.256950528,5.783176874,6.454115453,4.231832552,0.065032092,8.323899611,2.581044558,0.312254558,0.080286848,-0.981308716
2166.14,1.58615924,3.633807198,5.067893753,2.936755515,2.421216616,1.979661794,0.025759603,8.779220152,5.419121505,0.312254558,0.181043942,0.156581164
2167.14,1.285090142,4.014505399,5.754863666,5.275809814,1.798987638,2.644518425,0.07327404,7.406549019,4.628486299,0.312254558,0.01850407,-0.921312592
2168.14,1.619236464,3.809380076,5.88864405,5.390349542,1.579642671,0.059447262,0.052813616,7.295834961,1.917509929,0.312254558,0.254740066,-0.12980411
2169.14,1.40390091,3.59357595,5.47721326,4.693237381,0.449120815,2.182197249,0.019782519,6.728376542,5.021887018,0.312254558,1.249883469,2.00562141
2170.14,1.593753493,3.530807811,7.54887541,6.094302411,0.96669408,3.54724371,0.028418289,8.679681426,4.080980966,0.312254558,0.307496117,1.101447584
2171.14,1.737688413,3.760234408,3.239829648,8.568985868,4.292060457,0.010263969,0.0234735,9.030568127,3.704606649,0.312254558,1.813466834,1.177821295
2172.14,1.45057221,4.343191015,5.976906466,3.897627266,1.347790981,1.348419346,0.016332308,9.037124652,1.571793002,0.312254558,1.087382974,1.057178831
2173.14,1.875925462,4.17367948,7.118146957,4.094993694,0.992890743,3.238045223,0.051394521,9.545831259,0.564819781,0.312254558,0.037617833,-0.374770392
2174.14,1.120240424,4.394245018,7.031295787,6.143207672,2.936173326,-0.845206966,0.047335813,8.926203777,9.471534396,0.312254558,0.100824994,1.147810867
2175.14,1.288885711,4.265470482,6.97381827,6.969493387,2.336369544,0.443797397,0.017972836,8.633507068,3.667632256,0.312254558,0.00303111,0.859777401
2176.14,1.418642425,3.548865289,7.927744432,5.701277752,0.830098543,0.15121936,0.043922304,7.185510357,6.366499851,0.312254558,0.565285849,1.853055532
2177.14,1.679279367,3.844391556,1.822742594,2.936501489,8.368710501,2.649366972,0.058668306,8.595407756,0.479110965,0.312254558,1.222847158,0.092168599
2178.14,1.341173658,4.317838483,3.540237231,5.927145774,1.758875089,0.943729,0.03031755,7.864685926,4.852341585,0.312254558,3.129738103,1.026227805
2179.14,1.699050705,3.83972193,4.009101323,3.751726541,1.269106174,0.751228576,0.023543067,7.69814427,4.153228517,0.312254558,0.037991913,-1.34307161
2180.14,1.803839906,3.961067612,1.741120199,3.128318614,2.982801239,3.197983687,0.014673899,8.488573707,-0.632420078,0.312254558,0.138331356,-0.419901047
2181.14,1.688643113,4.177472864,5.803094248,5.259139039,4.924251356,1.118373614,0.010957819,7.449565472,4.592821571,0.312254558,0.025607739,-0.184406388
2182.14,1.609066894,3.967962814,8.99421592,7.789353864,3.85416288,1.49275625,0.069755696,8.673154597,3.779567743,0.312254558,0.053742626,0.529691578
2183.14,1.196374201,4.099656721,5.934960961,4.93543949,2.378694743,2.628008407,0.060359296,7.799550989,3.162185848,0.312254558,0.591026626,0.702155894
2184.14,1.897660541,3.624846237,4.148018601,8.321160769,3.167775187,4.701135555,0.029254349,8.84341135,4.914910708,0.312254558,0.00165741,-1.413925262
2185.14,1.27272003,3.950378335,4.959793902,1.99473791,0.346373085,0.534894818,0.026464472,8.838018384,8.552214079,0.312254558,0.151534769,2.761697227
2186.14,1.777019327,3.772103957,5.684006084,6.686323788,7.433909406,3.000203159,0.047632538,8.557426979,3.945760684,0.312254558,2.252931401,0.353519178
2187.14,1.42004631,3.853434034,3.546617511,2.098224009,5.193619394,2.027139314,0.098990169,7.296728409,6.85919878,0.312254558,0.928758608,0.377070058
2188.14,1.40325827,4.082790061,4.282923512,6.819524388,1.054366615,2.740533836,0.041852585,7.54707096,5.425859406,0.312254558,0.076041654,0.015686465
2189.14,1.117336518,4.419286841,9.143785785,2.929860889,4.982535447,4.018333649,0.061927483,7.505470263,5.624873705,0.312254558,0.027507457,-1.535742094
2190.14,1.312180164,4.322838003,6.775128966,2.96973388,4.214500536,-1.146056619,0.058159511,8.562617428,2.706195921,0.312254558,0.102941826,-0.969844285
2191.14,1.24972508,4.406153193,8.945644252,9.66860951,6.231440988,0.698968488,0.032931774,8.804116835,5.03382409,0.312254558,0.87170499,2.612392546
2192.14,1.732021118,3.763312256,4.328133392,8.650061534,2.197910896,3.709784859,0.016036087,8.036053347,0.170176745,0.312254558,0.272926245,0.356425111
2193.14,1.600044665,4.488184029,2.650461822,5.655870728,2.871893751,2.798499732,0.059073477,9.003379618,2.110673201,0.312254558,0.017755854,-0.682922602
2194.14,1.141922837,3.973656345,7.419365044,4.195848303,7.242270943,1.277642403,0.04550099,7.839895445,9.398263103,0.312254558,0.213187445,0.468564457
2195.14,1.237770052,4.260188624,4.889133233,4.689288844,1.552359887,1.706688101,0.057658885,9.999200129,0.040742657,0.312254558,0.082789558,-1.07288122
2196.14,1.993712625,4.30176747,3.459297961,5.226530038,5.978546814,3.466502332,0.036319488,7.494300444,7.19539408,0.312254558,0.639821946,0.643527833
2197.14,1.73490571,4.477783391,3.768370048,6.367987653,6.439132162,3.112157455,0.048677714,6.9669111,6.696308416,0.312254558,2.317149419,2.449111968
2198.14,1.486251739,3.964693049,3.938869572,5.114835666,1.310813127,3.579929476,0.03157923,8.212595749,4.180962176,0.312254558,0.27044318,0.587773832
2199.14,1.533340142,3.643933419,8.070398477,3.589034154,0.8179657,-0.572374138,0.056234126,6.060405055,2.716867113,0.312254558,0.015464416,-1.315683257
2200.14,1.372482374,4.032622943,7.543560074,5.652896406,1.285614252,0.731919609,0.032795169,8.912670707,2.613802326,0.312254558,0.161410201,-0.094687349
2201.14,1.80626114,4.426335962,7.81337057,6.805693953,0.4201504,4.63532494,0.026170004,8.701520918,3.020865607,0.312254558,0.113036305,-0.93550716
2202.14,1.865475694,4.483532237,6.247488416,3.067739413,2.178508328,0.531168974,0.023619035,9.105542649,1.785578452,0.312254558,0.653093594,-0.185012114
2203.14,1.387993203,4.024503232,5.326042963,6.659411709,5.580461748,2.636975624,0.019318042,6.975516431,2.604297851,0.312254558,4.43486942,2.090236517
2204.14,1.31556307,3.630945099,6.829057228,2.937610326,6.076008475,0.776144627,0.072509832,9.335615657,4.104372506,0.312254558,0.012384262,-1.067501902
2205.14,1.697875865,3.592920262,7.043069786,8.474411254,1.464109668,2.226744516,0.061973854,9.139509799,3.413083572,0.312254558,10.49916695,4.400249244
2206.14,1.278133573,3.656464869,7.712649995,4.840092136,3.074519872,2.453708812,0.061629608,7.80960031,2.380882013,0.312254558,0.085485431,-0.114248761
2207.14,1.502123841,4.028251217,5.985461751,6.06936425,6.416163755,4.225677454,0.072557819,7.617180026,1.94508591,0.312254558,0.069488618,0.573431695
2208.14,1.633400306,4.075225637,3.062549905,4.843036635,4.821804012,0.12697514,0.061365953,8.290712922,3.074765544,0.312254558,0.358534664,-0.434535904
2209.14,1.566071826,3.901383816,4.273875299,5.325721887,1.999025716,0.704418805,0.020842832,8.091906098,1.745469634,0.177210317,1.216880297,0.808211481
2210.14,1.76840843,4.149798305,4.654740378,5.016843329,5.433156792,3.987368737,0.048289954,9.467206284,4.933966482,0.177210317,0.011508432,-0.237024959
2211.14,1.723823569,3.613896854,7.381036353,8.316818604,1.076174615,2.765150858,0.02620476,8.138534379,5.432587625,0.177210317,1.703506117,3.294963656
2212.14,1.95889926,4.267436093,6.72098641,2.870341163,2.12929128,0.306189653,0.032312714,7.044186905,4.409496998,0.177210317,0.095690477,-0.353021973
2213.14,1.610911384,4.11119758,3.982887054,1.779898975,4.488236625,2.228619301,0.03686506,8.546168639,4.228621447,0.177210317,0.091626177,-1.007622294
2214.14,1.822116731,4.234728565,5.30719011,3.724097294,0.913323509,1.222890054,0.047829797,6.75244836,6.795359195,0.177210317,0.307259273,-0.134879147
2215.14,1.48641769,4.200158716,5.397168984,8.15818296,2.673421748,0.568117528,0.034071897,7.502513086,1.248456916,0.177210317,0.119736982,0.280778903
2216.14,1.41902552,3.552767322,6.02968793,2.023933187,7.834900099,0.053311595,0.051881402,7.961809416,2.601291511,0.177210317,2.519771039,0.401594007
2217.14,1.496235399,4.088217298,3.944966848,6.576520539,1.53754092,0.615425654,0.063345183,8.072430552,13.24354588,0.177210317,6.649109342,7.04112086
2218.14,1.526906399,4.093651818,2.856512301,5.079079181,2.658056878,4.475086226,0.055965223,8.380288292,4.66873682,0.177210317,0.190618136,1.776498404
2219.14,1.59109255,3.790007004,4.122941753,6.8145631,0.28188912,3.762561889,0.047397244,8.094099256,6.497650824,0.177210317,0.005705533,2.526837303
2220.14,1.1195714,4.06991193,4.144298571,4.139936481,4.335709322,3.541525764,0.034975436,8.588144513,4.315895255,0.177210317,0.475861161,0.399328611
2221.14,1.476082866,3.602998937,5.781415066,4.273887868,3.089375792,2.674112233,0.09521662,7.816570494,5.926328707,0.177210317,0.355341923,-0.27635518
2222.14,1.047885551,3.749604156,3.146794571,3.763236498,1.626419985,0.614232896,0.019307582,7.689602367,3.402820612,0.177210317,2.029737828,1.381871319
2223.14,1.520046852,4.27577567,5.169771736,5.076378366,5.899518883,1.733876607,0.049058783,8.14876776,-0.749507516,0.177210317,0.061313687,-0.732767034
2224.14,1.931388767,4.348696395,2.512259669,5.320328211,0.188403189,4.411279762,0.028628681,7.466642475,3.694379982,0.177210317,0.254058445,-0.592845653
2225.14,1.465059274,4.15525418,2.33773722,6.554520017,7.887003874,2.890381968,0.09102667,8.146472534,3.552815348,0.177210317,1.255077383,0.899533286
2226.14,1.923001851,4.282107602,4.685973417,4.874366232,2.760977068,2.803451613,0.041227845,8.810559788,5.519321933,0.177210317,0.180407702,1.108331316
2227.14,1.030609145,3.991618803,3.882191011,5.914138348,7.642328199,2.55206651,0.013159655,8.325952657,3.19226755,0.177210317,0.138513866,-0.857974518
2228.14,1.409434834,3.915919854,4.860708849,8.408222795,6.284247516,1.364471763,0.019655543,8.367443565,5.721182899,0.177210317,0.147871987,0.101326426
2229.14,1.789908149,3.623219848,6.863649963,6.233956534,5.81116523,2.926530814,0.096973761,8.830427211,7.393112964,0.177210317,0.722393186,1.586039539
2230.14,1.708866694,4.35926943,9.083623521,5.625316142,3.399603588,2.914380193,0.066322504,8.101043355,4.512867998,0.177210317,1.166106004,1.238369293
2231.14,1.216061149,3.804548487,8.346787171,3.996074812,4.561368174,3.377429714,0.043158619,9.255199752,6.886699294,0.177210317,0.018068126,-1.565310915
2232.14,1.555768046,4.261348087,4.717035044,3.129554058,2.805068166,3.923612738,0.040234041,7.999735439,9.913571049,0.177210317,0.211008527,3.356605485
2233.14,1.808721463,3.565817138,4.848957249,3.200012138,1.453108753,4.517461221,0.021593976,9.658384743,4.360696579,0.177210317,0.080199257,0.639112718
2234.14,1.899570016,3.934623293,5.838278775,7.279541781,3.736292863,4.307240097,0.044014038,8.388928742,3.016842397,0.177210317,0.082858389,0.32503411
2235.14,1.946756091,4.36998583,8.116759787,5.286147336,0.812359129,2.508151554,0.052093615,8.400879501,4.677988529,0.177210317,4.76562368,6.423434423
2236.14,1.23304627,3.976068208,5.721287772,3.481731239,4.194467776,2.753664021,0.055917618,8.863340028,6.084217399,0.177210317,0.142594491,-0.285021437
2237.14,1.085281787,3.727119052,3.708150256,3.930286019,1.138803882,3.996658336,0.060720195,8.638453245,4.880564265,0.177210317,0.319374227,-0.396437252
2238.14,1.82888484,4.314946281,7.377784696,5.764340296,1.792753859,5.291435804,0.025615278,8.45737723,3.813741023,0.177210317,0.015608843,-1.8063612
2239.14,1.185995329,4.296856087,8.930810509,2.384241629,1.116356052,2.900907089,0.042576483,8.530537269,9.332528905,0.177210317,0.232187508,-0.632363627
2240.14,1.998810724,4.173723128,5.981090163,5.883445476,2.455066253,2.455305525,0.032484893,8.772914616,5.082791245,0.177210317,0.286052964,0.741083701
2241.14,1.054244082,3.943363299,6.36385352,5.393618371,3.589770318,1.106473282,0.049588996,8.05046498,7.506940921,0.177210317,1.577211403,1.333345714
2242.14,1.332503418,3.699926071,2.201099953,7.200686748,0.566998371,1.696494455,0.054495597,8.451037552,1.828245629,0.177210317,0.030502814,-1.510655096
2243.14,1.067452627,4.069325197,3.82797089,5.998573286,2.992545535,1.488447404,0.043664493,7.426305535,5.230515658,0.177210317,0.254831641,2.12084682
2244.14,1.791569199,3.826651311,3.490673391,3.762359991,1.417513215,3.01623242,0.061354847,7.568306674,1.91025533,0.177210317,0.052119569,-1.282984946
2245.14,1.32753709,3.685885174,3.928022385,4.358611465,3.903293611,1.537813089,0.07185892,8.009088297,2.991766954,0.177210317,0.074008396,-0.058849078
2246.14,1.571630702,4.366447716,3.041661111,4.851035851,1.287785346,1.542060687,0.015409448,9.545004511,2.5476476,0.177210317,0.663810694,0.166901234
2247.14,1.643730704,3.609751947,8.854594172,5.401067725,3.028322513,2.148903411,0.043753251,6.911608479,3.582893163,0.177210317,0.075804419,-0.535511493
2248.14,1.575938773,4.034763114,2.501395778,4.390651448,4.27122448,0.763388008,0.048678179,8.858725726,3.806277665,0.177210317,0.637527464,-0.195470018
2249.14,1.773722725,3.976368093,7.225182976,3.982361447,3.02680071,-0.577986954,0.053563262,9.252054642,6.899507909,0.177210317,0.301694669,-0.516053645
2250.14,1.220169265,3.753770506,7.733930488,5.426002107,0.969448017,2.518979429,0.018775249,7.013119148,3.79660087,0.177210317,0.102347789,-0.192420613
2251.14,1.179844393,4.169556911,3.277747997,8.455061679,5.274069242,3.298974604,0.013722066,9.471381376,4.433930232,0.177210317,0.165857752,1.171309359
2252.14,1.302191546,4.253065345,4.806625167,4.185883683,4.183670954,5.166442714,0.065326135,7.005948588,1.647848056,0.177210317,0.361416055,0.591151248
2253.14,1.872067711,3.56296396,3.291278471,7.137518596,8.991111166,4.355996854,0.070450771,8.233362233,5.680788481,0.177210317,0.498568228,2.622706907
2254.14,1.255944023,3.701959647,2.756759452,7.125457944,3.250447333,3.462543016,0.018599091,8.410109783,1.169805216,0.177210317,0.022320798,-0.228078756
2255.14,1.225815263,4.419815843,4.162615685,3.543583987,1.82655638,2.33192551,0.036822951,8.180766167,6.735561074,0.177210317,0.728078395,2.100648048
2256.14,1.407277898,3.758309998,5.241168761,3.296465504,2.207079524,0.426867157,0.028843195,8.503994309,4.643942967,0.177210317,0.242652801,0.395688778
2257.14,1.078862072,4.458952867,4.82292378,6.678687139,2.221747926,2.241386279,0.036860436,8.474076589,5.588571517,0.177210317,0.034971421,4.783349885
2258.14,1.819508257,4.305031296,4.55622266,8.070466662,1.886193046,-0.520699656,0.026743829,8.745707337,4.392975714,0.177210317,0.142524923,6.618136004
2259.14,1.586243716,4.081433666,8.200221701,5.800098897,0.665044549,2.806219086,0.022138062,7.506624531,8.303875797,0.177210317,0.029674394,0.446558742
2260.14,1.290079945,3.719523261,4.016187895,4.768509363,0.542601551,-0.55422098,0.052023734,8.796123035,3.778247906,0.177210317,0.042250041,-0.109172936
2261.14,1.009754844,3.945524577,7.653381302,4.251044664,7.243751434,2.913515822,0.022339792,8.540389075,4.149993492,0.177210317,0.038951996,-0.884995587
2262.14,1.178548147,3.589495392,2.306857769,3.981598374,3.091714982,0.551096313,0.056636806,8.72905791,5.209328635,0.177210317,0.208455881,0.040530821
2263.14,1.084490393,3.760713029,5.080666005,7.396365066,1.484357013,1.517796238,0.060591715,9.335378136,2.828204833,0.177210317,0.942869641,1.371022637
2264.14,1.319444397,4.496594514,3.499714257,6.742973816,3.782260322,3.511033597,0.066803809,9.910349709,1.044256824,0.177210317,0.010224003,-1.52699981
2265.14,1.663727499,4.116636616,8.779164708,8.968116184,2.019451604,0.673894368,0.050809439,8.866414147,4.232015034,0.177210317,0.064107855,2.815905279
2266.14,1.548291291,4.045956535,3.701062651,4.588658809,2.938034158,3.229722566,0.029647129,8.323024967,4.637355571,0.177210317,0.005199982,-1.008256676
2267.14,1.622159122,3.578033365,4.047616145,8.090953883,1.366376644,2.767601651,0.039355771,8.810128943,3.914932025,0.177210317,0.084335049,0.64596855
2268.14,1.530075941,4.318356905,5.29447463,3.486450129,5.542308178,2.73579702,0.083090878,8.979147924,3.001945899,0.177210317,2.328538321,3.501560461
2269.14,1.898159906,4.34183566,4.097931056,7.844448625,0.786782852,-0.730367084,0.038003856,9.004984167,4.204318999,0.177210317,0.976869032,3.058790683
2270.14,1.659308766,4.347678713,3.545647921,4.227861358,4.573324392,0.984894746,0.065087623,9.023394112,2.912682362,0.177210317,0.06443577,-0.781334048
