,t_F,T_F,t_T,T_T,t_S,T_S,t_T2,T_T2,T_H,P_ppc,N0,logN
112.14,1.293737924,4.033478885,5.884617746,4.396707785,3.346534123,1.5010749,0.013104733,9.517886715,2.791627526,0.189155496,0.222817024,4.323208876
113.14,1.507290716,4.496695259,3.961123836,3.552182585,4.212802434,1.174090337,0.04714079,8.446020433,4.716406039,0.189155496,29.38868993,8.081917427
114.14,1.594733409,4.419300536,4.556586782,2.083965486,1.882272162,2.602735442,0.056908684,9.584321738,7.025614715,0.189155496,0.174718727,4.788423674
115.14,1.882426637,3.510798444,8.13651061,6.292035403,1.1903274,3.726828165,0.078372535,9.431301021,2.544295989,0.189155496,0.208608022,8.166801624
116.14,1.491502645,4.05920561,8.515151797,7.135901524,4.762523499,0.358834628,0.035847086,8.475286351,0.752484808,0.189155496,3.672858953,8.169049603
117.14,1.078535429,3.692683597,2.007616438,8.036173654,5.571874369,-1.228256171,0.025534429,5.620860536,6.902049104,0.189155496,8.569049182,8.147633407
118.14,1.469351556,3.877947372,2.830127426,3.415158501,0.443872299,3.073082669,0.010159349,8.249065513,1.816549121,0.189155496,3.864730201,4.874985509
119.14,1.107173811,3.994737623,5.586754599,5.649963933,3.854798297,2.313654917,0.015613179,6.867610434,3.054317086,0.189155496,0.967507743,7.680921897
120.14,1.879322913,3.910586945,3.557636636,3.453666317,5.961330087,0.60647532,0.03250333,7.550960889,3.216058971,0.189155496,0.28911171,3.979468324
121.14,1.1769791,3.917910866,7.718425706,2.906823763,5.660816191,-0.737752901,0.063213758,9.744612637,6.80791095,0.189155496,158.2178215,8.163360711
122.14,1.109822264,4.277555591,5.371379276,6.794203069,7.825329943,1.122555375,0.049435488,9.115379062,3.720137559,0.189155496,0.02907209,5.577714419
123.14,1.939672542,3.61294574,4.996847953,2.869228861,3.563624346,4.968056827,0.026691488,8.397471498,4.883312038,0.189155496,10.8958375,6.05843285
124.14,1.664938716,4.309584669,4.470786923,7.238772657,0.167226104,5.107870517,0.049220501,7.079192908,2.393677932,0.189155496,93.28467531,7.126690699
125.14,1.690011009,4.097086487,6.359385563,4.825768407,2.009975952,2.377179129,0.023938715,8.849218101,3.508434443,0.253950875,0.333125066,4.473691452
126.14,1.187422719,4.098172245,5.045169347,8.80173367,3.892508499,3.906723663,0.026407532,9.243915049,1.260160892,0.253950875,75.74333041,7.775787487
127.14,1.357553495,4.370998476,5.27526794,3.478669817,2.284138504,0.539965804,0.03750472,8.105188046,5.739826363,0.253950875,80.82084829,5.676512363
128.14,1.427686379,3.779756887,2.196960978,3.956361421,1.029905318,-1.165445173,0.055144303,7.998855494,4.488884549,0.253950875,29.80244723,7.789384362
129.14,1.644473504,4.216316661,2.228537365,3.200378734,9.481794276,3.534857497,0.03909,7.961018441,3.137557733,0.253950875,19.14023872,5.288206291
130.14,1.322051572,3.831277687,3.465518864,6.370251926,0.136733089,2.515162622,0.041065547,7.9356631,4.473534516,0.253950875,5.61694056,8.208987249
131.14,1.587535611,4.260439613,4.84125837,5.809712057,2.382798764,5.232191256,0.069863767,8.871034052,7.912584382,0.253950875,531.8513545,7.791033857
132.14,1.569431241,3.661016003,8.676027513,7.939918657,6.1709706,1.316369307,0.05188824,7.52332889,3.787384814,0.253950875,0.779830336,8.104357412
133.14,1.053461607,3.888654682,6.20359895,6.012501307,2.564228074,4.712637946,0.028040753,7.602850462,0.669693435,0.253950875,2.131008121,4.735126502
134.14,1.642206609,3.72304433,4.898687237,5.033894393,0.742505344,4.032653546,0.039531137,7.9207535,3.526771928,0.253950875,13.8276614,8.119786927
135.14,1.54744796,4.083302065,4.497875412,4.326930725,7.577864204,1.88313537,0.03295093,8.694768607,3.727426602,0.253950875,0.03226238,1.689694638
136.14,1.287672798,4.462988536,6.638608782,5.929310106,5.542882298,0.988820872,0.03464404,9.462543357,0.376720038,0.253950875,3701.013547,8.014919854
137.14,1.279316622,4.038499902,5.914777916,3.857417423,1.494689457,-1.271338325,0.044328341,7.89331232,2.07244736,0.253950875,0.095189007,2.312214256
138.14,1.881886669,4.120057209,4.463622887,6.419537191,3.122339185,4.999299874,0.023429247,7.782491233,0.726229566,0.253950875,0.070035295,3.74312941
139.14,1.274761138,3.712039564,7.333724709,4.466290661,1.588188181,0.122998449,0.047385334,8.694665212,1.482756456,0.253950875,1.981238492,4.736827724
140.14,1.469682953,4.11094249,8.334427389,5.097416194,3.934985989,3.394997539,0.049387481,8.694333314,4.585726203,0.253950875,5.893183915,8.145258168
141.14,1.683631152,4.153026335,5.586012055,4.778485343,1.435468915,3.055964812,0.03088937,8.090470632,8.705116308,0.253950875,1.432614591,7.131923214
142.14,1.750416417,3.936786963,5.515660007,5.970734245,1.668631408,0.407570991,0.028036313,6.894787884,4.488120032,0.253950875,1.573762879,8.20376885
143.14,1.680939296,3.606909807,3.303041545,4.602942444,7.072518459,2.923498822,0.034768447,7.769258103,4.627186004,0.253950875,0.188014109,8.14114611
144.14,1.291804348,3.526860689,7.097694994,6.523811698,0.224101307,2.106697092,0.024129543,8.027998786,11.46973377,0.253950875,14.31655664,8.194538588
145.14,1.396621431,3.924945372,5.486459078,4.152227082,2.687408595,3.447873202,0.019448044,9.190860144,4.045422067,0.253950875,3.699344219,5.04039736
146.14,1.022767799,4.287951683,3.017020663,5.636840848,1.848041963,1.700343281,0.056406033,9.574539386,3.792312851,0.253950875,12.17402594,7.692355483
147.14,1.881166713,3.599420536,4.286665916,4.639270697,2.40447313,1.091034499,0.051054943,7.427567534,5.028724597,0.253950875,10.45595462,5.720825318
148.14,1.972691364,3.652779163,5.266056685,6.948630687,0.519438292,1.836705592,0.030419016,9.669308661,4.057178958,0.253950875,440.3405914,7.885578693
149.14,1.814721595,3.934036646,5.741762979,3.005954674,0.976433785,2.446860005,0.020328123,8.752006464,3.262540672,0.253950875,112.4933761,8.214473316
150.14,1.426051597,4.196418587,4.443704213,6.765107956,2.686080682,0.071490395,0.052113677,6.609961841,2.435312778,0.278803967,20.07210072,5.673655782
151.14,1.442153255,4.106273268,4.171062875,3.914493215,2.081484072,3.368048267,0.03717784,7.641907226,13.260117,0.278803967,2.031960842,8.052530802
152.14,1.824683563,3.546571563,7.636415009,4.405960386,1.68304459,2.535519881,0.051691089,9.416352816,3.411365707,0.278803967,0.34923192,6.844084343
153.14,1.04842553,3.764100907,5.874903406,8.66440698,2.051479446,3.413379347,0.025981728,6.669525949,3.271589908,0.278803967,11.23634391,7.966858119
154.14,1.958244493,3.509996451,6.519040223,4.105162182,6.894573867,2.894286153,0.026325179,9.572787163,6.314568981,0.278803967,0.279445253,1.844478707
155.14,1.208177153,4.023374791,3.148105927,7.246396761,0.71105864,1.607452044,0.064066566,7.775947756,1.899758506,0.278803967,0.172127372,8.073609949
156.14,1.507023824,4.057524775,8.072848045,5.581579849,0.813427505,1.488555139,0.052119814,8.477894239,2.994825564,0.278803967,0.1715416,4.768646983
157.14,1.229698057,4.048663178,3.570112146,4.135051732,2.225861668,1.752158865,0.048466513,8.271226374,2.799265666,0.278803967,1.130349924,3.545343165
158.14,1.856759641,4.379410693,4.730334916,6.965179927,1.346763483,2.556567733,0.053137982,7.487577473,3.888587914,0.278803967,11.15917677,7.373269774
159.14,1.198046648,3.513730147,5.862070819,4.771475942,0.881097938,1.074690286,0.033326949,8.240280776,0.327903939,0.278803967,0.092438832,8.190387551
160.14,1.391979327,3.894091112,5.271686772,5.125366656,0.052754623,-0.107916184,0.042111474,8.372990612,2.913670652,0.278803967,2.229538776,5.036224011
161.14,1.552923009,4.280589199,5.194363571,7.498631623,2.957952949,1.023312792,0.056409477,9.836997601,3.729066806,0.278803967,0.185368347,7.297807298
162.14,1.27775552,3.947270607,4.844771021,9.493141146,2.098893543,3.003622465,0.059241193,8.733138749,1.645493408,0.278803967,0.012367591,7.681555304
163.14,1.273096459,3.598659375,4.905876003,5.296574081,0.884741058,1.010025721,0.050581683,8.470437151,5.008588832,0.278803967,3028.686801,7.150698467
164.14,1.988157663,3.641150333,2.627929193,6.360237015,5.707942625,0.812868395,0.039484517,7.590100908,2.137715267,0.278803967,0.465997761,4.767962335
165.14,1.150649965,3.570501307,2.54659661,3.783481544,2.894234481,0.261785374,0.024131433,9.71389949,1.99302805,0.278803967,38.64981154,8.119689906
166.14,1.349393083,3.96245281,5.838250917,6.349315298,2.762464442,1.665929958,0.035356741,8.137429654,2.821241665,0.278803967,2.319595275,5.137139262
167.14,1.095128041,3.532009721,6.577807773,4.996365563,2.611451071,1.75307822,0.054829082,9.416752884,2.475782465,0.278803967,0.238499445,3.965862369
168.14,1.442404676,4.473112432,6.750874549,5.398859397,1.656566458,3.659560718,0.03507357,9.796937357,4.314937568,0.278803967,0.150003387,8.153609278
169.14,1.993449617,4.21818076,6.510791782,5.74787842,6.673887712,1.322365636,0.06004813,7.500523881,3.438570545,0.278803967,0.101103766,1.511733001
170.14,1.629399622,3.790479308,1.603440025,3.172882413,4.582740156,2.09700832,0.024706635,9.125390815,4.172860524,0.278803967,205.7589944,8.105798128
171.14,1.340629252,3.630691835,7.906771764,8.251294448,0.125882061,3.912767116,0.044677286,7.270410425,4.995246146,0.278803967,30.08833422,8.569082131
172.14,1.340673164,3.832943012,4.735982945,7.117793241,2.781581055,1.45904984,0.069805441,9.3463529,0.331037955,0.278803967,0.840057616,4.697080983
173.14,1.406401922,3.950868496,2.082334885,8.471741493,2.563649133,1.567140093,0.051420838,8.718842444,6.334438948,0.278803967,0.359393215,3.464386728
174.14,1.981946183,3.674917079,4.870296925,4.424394358,5.665791754,-0.348067559,0.071289277,7.387010169,2.959722892,0.278803967,0.236462092,8.138303706
175.14,1.020117082,4.321232289,7.609285227,6.816636801,4.287668075,-0.586651016,0.043539806,8.435085851,-0.459917791,0.278803967,4.019948315,5.701144163
176.14,1.741606695,4.277420592,5.495538142,4.839485755,5.268179844,4.417762693,0.012816312,6.492951801,11.00071659,0.278803967,2.778847092,7.868058605
177.14,1.489874636,3.822211344,8.225083721,3.002927012,8.210296916,2.876309984,0.027156363,8.182828658,3.887556791,0.278803967,15.83621293,4.643906661
178.14,1.022308314,3.501878073,4.523676237,4.951113514,3.351825992,2.090488054,0.050583158,8.485071395,8.146556125,0.147691731,2.179323999,7.703238273
179.14,1.687227541,4.00690834,4.480269577,3.712336372,5.070942527,1.175458444,0.061114421,7.73347559,3.790363048,0.147691731,44.69733557,8.130379819
180.14,1.41003819,4.235273365,6.474617385,3.606223795,7.308614573,3.060869262,0.034913999,8.845995759,3.000066469,0.147691731,26.35167715,7.589019486
181.14,1.222712933,3.88295824,6.338418613,3.443388478,7.064164462,0.058051257,0.031306319,7.188571532,3.764198083,0.147691731,0.305930015,8.151687078
