"","lot_id","initial_mean","initial_sd"
"1",1,0.426052412210967,1.26235538262579
"2",2,0.250769535902446,1.14659957640607
"3",3,0.467156174832282,1.01468549054866
"4",4,0.353454291148056,1.03198472928091
"5",5,0.406386847201666,1.0660658008415
"6",6,0.458112268074297,1.18700118226095
"7",7,0.369668429055486,1.01049640015953
"8",8,0.692191194459002,1.05006889229085
"9",9,0.297690226875677,1.09209255711473
"10",10,0.458969728129101,1.09397366620804
"11",11,0.271883617569933,1.11128984688084
"12",12,0.370391574427541,1.09414530716278
"13",13,0.563991900984414,1.05496544703248
"14",14,0.447478452001875,1.04370424472432
"15",15,0.125284839725561,1.09948921482043
"16",16,0.23197874914179,1.10644933783739
"17",17,0.360386358584959,1.13187520733183
"18",18,0.128577666646255,1.11651836822901
"19",19,0.15160239297215,1.19933958391266
"20",20,0.497186270455971,1.05131699840458
"21",21,0.68606250721479,1.21497132938262
"22",22,0.224802666626657,1.13794434462898
"23",23,0.328308418935763,1.07029977487339
"24",24,0.41893091157178,1.00879519663115
"25",25,0.433624535950251,0.956037146900674
"26",26,0.477741154040843,1.09795196684836
"27",27,0.371896212929056,1.1698082807819
"28",28,0.287394136810037,1.01515018247667
"29",29,0.28627308052251,1.06485196609841
"30",30,0.277478405641904,1.13748938235392
"31",31,0.46195329986421,0.973369359484546
"32",32,0.457594768018269,1.15788948045199
"33",33,0.393670378877583,1.14311667716087
"34",34,0.564540953218115,1.04082719218157
"35",35,0.365112397451794,1.11114032876905
"36",36,0.221220188901765,1.11299095381298
"37",37,0.283243529880028,1.07016684957552
"38",38,0.316518865576946,1.14975327094698
"39",39,0.397623186637065,1.12754174653294
"40",40,0.303932924748093,1.14482953377406
"41",41,0.430700516872646,1.14119689448908
"42",42,0.408522560250627,1.03590005335114
"43",43,0.588630163512795,1.0005872976183
"44",44,0.425851022006298,1.09397107484494
"45",45,0.451868534552144,1.03535438645679
"46",46,0.390687215114793,1.0784827073204
"47",47,0.344708972747252,0.987340570837431
"48",48,0.319101932994031,0.937380271144536
"49",49,0.32708671977659,1.11589630473067
"50",50,0.229818291616539,1.05158715364985
"51",51,0.13427476680338,1.18807816887158
"52",52,0.521414571790908,1.21378360843621
"53",53,0.32344771431874,1.16347624547451
"54",54,0.40761263534628,1.06822627158234
"55",55,0.407092510039855,1.12140591211938
"56",56,0.434615024453119,1.10795183711382
"57",57,0.439164761106837,0.983654555167831
"58",58,0.413279235921281,0.920872035021796
"59",59,0.473045202504349,1.13307344490402
"60",60,0.516574263396192,1.12655865995901
"61",61,0.23214878560046,1.28565277083169
"62",62,0.499900025428314,1.06286151100941
"63",63,0.29114757127409,1.0168524719251
"64",64,0.352495625642248,1.1729464773969
"65",65,0.440919253196151,1.09873510994592
"66",66,0.291723592348188,1.13829059633879
"67",67,0.295292565493083,0.929586046460331
"68",68,0.314991011550913,1.19346418655403
"69",69,0.409126394486464,0.909404289735488
"70",70,0.164452671931693,1.08976678079435
"71",71,0.220176198542039,1.15394582924747
"72",72,0.268064105798968,1.08191119596707
"73",73,0.381598776454119,1.01619763124215
"74",74,0.201995360535772,1.16842592316397
"75",75,0.500009693003734,1.08706898158122
"76",76,0.436292662339331,1.11008168540369
"77",77,0.405600791324281,1.10605163630092
"78",78,0.396500760371477,1.17145551161636
"79",79,0.397868533395755,0.977638603628236
"80",80,0.239129246213777,1.05800153158994
"81",81,0.497509816961139,0.988008658218523
"82",82,0.311562220425262,1.17079201360538
"83",83,0.601156103308059,1.04616032129088
"84",84,0.231150595806617,1.15190185546222
"85",85,0.363312895971862,1.21320182124928
"86",86,0.55378597808678,1.05733815200644
"87",87,0.501525729741727,1.24452583480511
"88",88,0.459139653321862,1.01567829521402
"89",89,0.192545363273381,1.24522556102937
"90",90,0.34952724924697,1.09488172878023
"91",91,0.44844543546867,1.00351791191281
"92",92,0.315715965615283,1.06688704209643
"93",93,0.294453130896378,1.0759064093569
"94",94,0.410648042078943,1.17965664596226
"95",95,0.290288106290007,1.13744076056732
"96",96,0.518435377924447,1.09111073125701
"97",97,0.400306890203461,1.10667247124522
"98",98,0.457735743830433,1.10338640826014
"99",99,0.398281554935,1.20596382622716
"100",100,0.49979133326683,1.12517464520138
