"","lot_id","unit_id","T_F","t_F","T_T","t_T","T_S","t_S","T_T2","t_T2","T_H","t_H","spoilage_type","STorAT","initial_mean","initial_sd","N0","allele_index","Mean_h0","StdDev_h0","Mean_b","StdDev_b","Mean_Nmax","StdDev_Nmax","Topt","h0","Q0","b","Nmax","Tmin","mu_opt"
"1",1,2,3.75845713401213,1.15326426783577,6.91364643698912,2.27670947565924,3.58496363435814,1.17434982744594,7.31656188238765,0.0368577945163582,4.86805401947723,35,"PPC","ST_17",0.236326650094802,1.13252212132798,-1.48928925498058,10,1.47414953427315,0.152195129790626,0.0834577199860537,0.00269389564509798,8.611384512,0.0300566772644545,30,1.52957333403847,0.276532855763352,0.0819810724723285,8.61602665131996,-4.15,7.83806041958379
"2",1,7,3.56928792176768,1.83045075484551,3.09892122376034,7.04004221936504,-0.314249819774185,6.91475053656758,9.13969724966446,0.052044141377253,2.68382854351778,35,"PPC","ST_9",0.236326650094802,1.13252212132798,-1.75993387175773,2,0.152459565596679,0.264067713713328,0.0970752406084524,0.0126548925942734,8.05721008366667,0.187418122589539,28,0.241568245705494,3.65972806681605,0.0806130132026758,8.06193846348095,-4.15,6.71695229827734
"3",1,8,4.05972448387183,1.55613577412441,5.96498512667138,4.41242246932732,1.19892895252614,0.920150918659979,9.04475570253563,0.024563827087401,3.02891496198809,35,"PPC","ST_9",0.236326650094802,1.13252212132798,0.476963447771363,2,0.152459565596679,0.264067713713328,0.0970752406084524,0.0126548925942734,8.05721008366667,0.187418122589539,28,0.454850244623901,1.73629993291644,0.115212645211418,8.13580663489954,-4.15,13.7202571220866
"4",1,9,3.89285279531032,1.49443970061839,6.19354551308975,4.64380673431612,2.0691229646546,4.18029226125597,6.84349940870266,0.0303030955472972,4.57469951670483,35,"PPC","ST_13",0.236326650094802,1.13252212132798,0.0123042319649338,1,27.1206667317919,2.82924141917198,0.219377952542645,0.00833266812015093,8.130733991,0.0432330126040547,30,29.8566170353713,1.08003038343589e-13,0.225432059606807,8.14886793911279,-4.15,59.2669767033324
"5",1,11,4.19027627562173,1.98343176255003,7.30398420222644,5.46705079646017,0.155886432768015,6.54249422887726,9.13953275570882,0.0598325015604064,5.43743232439017,35,"PPC","ST_9",0.236326650094802,1.13252212132798,2.03299112329231,2,0.152459565596679,0.264067713713328,0.0970752406084524,0.0126548925942734,8.05721008366667,0.187418122589539,28,0.190761478421029,4.75803566750726,0.111180404527165,7.99098989621646,-4.15,12.7766928421646
"6",1,12,4.01918727089651,1.64896309096366,5.075154108766,5.85716767640812,1.55068856772949,0.771108965560112,8.62132884454564,0.0343188224382279,3.42024892534251,35,"PPC","ST_100",0.236326650094802,1.13252212132798,-0.87461137926993,14,0.879055690624826,0.393097433986318,0.114987377563974,0.00183400934199994,7.88302360533333,0.0576815151096674,30,0.983390428116259,0.597548180732215,0.11577009529194,7.91083219839515,-4.15,15.6305477519926
"7",1,13,4.12048039608635,1.83566199149936,2.9739820645681,3.10970247627434,4.26189074795111,0.381508549386584,8.22389111961883,0.0133844511682949,5.45109776546995,35,"PPC","ST_41",0.236326650094802,1.13252212132798,0.437063395424872,12,0.368479596041118,0.343185987850303,0.0846468100716908,0.00494039440055414,8.245783693,0.139795598232321,30,0.0382648557775112,25.6368295606971,0.0857667336905158,8.25623080809745,-4.15,8.57865411586313
"8",1,14,3.9224003625568,1.40827582520433,5.79731847235376,4.83909091161688,0.349371393576502,0.495631229236572,7.12169286306517,0.0168844987762804,10.5896884475174,35,"PPC","ST_52",0.236326650094802,1.13252212132798,0.311565558402596,5,0.571748102731193,0.431199924432236,0.0857151545258083,0.0012601913780442,8.06470493733333,0.0320825767701711,28,0.372179441924267,2.21781955950304,0.0841968854315318,8.05362021777618,-4.15,7.32746930281966
"9",1,16,3.66013661189936,1.73146068304777,7.09055330315087,5.95838808457734,1.58027377870616,7.3893278197614,8.40530374573301,0.0144031834281691,4.4117682898988,35,"PPC","ST_23",0.236326650094802,1.13252212132798,0.05035549497957,7,21.7006572171414,8.42128468617144,0.192305920225208,0.0361364826739475,7.72137507233333,0.0363093563367836,30,6.94879883817614,0.00096070939817509,0.232755419782054,7.77517422989742,-4.15,63.1802035771251
"10",1,19,3.86971446080133,1.75914340745658,4.83015958006032,4.38085444010369,3.38140969222046,2.62886828222955,8.63019361299526,0.0367378901238654,5.91548868535114,35,"PPC","ST_13",0.236326650094802,1.13252212132798,-0.0996294467087511,1,27.1206667317919,2.82924141917198,0.219377952542645,0.00833266812015093,8.130733991,0.0432330126040547,30,27.234015540298,1.48736422302385e-12,0.213392840853948,8.12719459144888,-4.15,53.105696151577
