"","lot_id","p0","p10","p20","p30","p40","p50","p60","p70","p80","p90","p100"
"12",12,-1.24544222751564,0.222578142490159,0.915596417855242,1.64344614197543,2.27696084682889,2.91413361968549,4.11742194068254,5.92491905841826,7.65025971527922,8.04029725207959,8.37013906415325
"13",13,-2.49807811192865,-0.385791796090249,0.445763108030333,1.00565685364474,1.73638560763966,2.24739495493785,2.9477372252828,5.07505806756399,7.06795385321684,7.73316211374272,8.11647585979155
"14",14,-1.53091142439414,-0.544469220108331,0.119184639347611,0.438604357312284,1.33963231418699,1.87828725197614,2.8391214442847,3.64786137130178,5.53876101838274,7.79185991501845,8.46777854904462
"15",15,-3.14164195504092,-0.201056246446955,0.450180613681409,1.01421789320679,1.40578968451455,2.16015394651743,2.72273930623149,4.71574447698199,6.09007888591153,7.4682119055461,8.75911466473194
"16",16,-1.66167012946134,-0.719451781628095,0.174671630909035,0.732358194230781,1.26156629977631,2.19204856812218,3.59843642397659,4.3866086582584,6.50984797364531,8.06370395046458,8.52503039546382
"17",17,-1.30630462404134,-0.159098085364177,0.565138636120859,0.824265633375525,1.44795412228986,2.31029408452472,3.26595514225987,5.51120636845204,6.47155287000036,7.87246823193212,8.56717314325962
"18",18,-2.25827530202387,-0.975233606008306,0.0927227612895409,0.955792363134123,1.73664107901031,2.3102803286176,3.3727632459408,4.58806714260509,5.73271393529247,7.33610991542889,8.45368606495918
"19",19,-1.54707519201692,0.00614549360415053,0.538758593633782,1.33876972915952,2.13183965248271,3.18762217395536,3.98913966462081,5.37160532213916,6.69213340301138,7.7003609895837,8.63580549451984
"20",20,-2.4717742320472,-0.1193914197616,0.404332047931758,1.13772444450546,2.12871260376574,2.93380584103841,3.69502446164987,5.10112328410525,6.23214432156707,7.73769733021544,8.43830338988987
"21",21,-2.22945067209375,-0.636620653246028,0.579435139030724,1.13838296243133,1.61639698445705,2.13039023464345,3.17430922540087,4.63517427765903,5.91450639732941,7.69638523440045,8.35283429283388
"22",22,-3.08108930543728,-0.387521298005031,0.519245879543449,1.50785190755068,1.94722755361969,3.24420287153154,4.48128855190609,5.44359734933021,6.93509427047985,7.81472595669268,8.67169352789871
"23",23,-1.34216157274631,-0.28663373094015,0.167146935826055,0.843253016427208,1.14725363443555,1.79033209863381,2.68870931409498,3.43477195450067,5.94423715626397,8.016042198505,8.68580521800374
"24",24,-1.01197526075394,-0.0668198176687907,0.594259807186212,1.27505139912483,1.94465449744343,2.550687994629,3.25479517418507,4.81640442910875,5.76329187043866,7.81748517359904,8.57277096667111
"25",25,-1.77664779431793,-0.358042254999917,0.372128389878463,0.83856181229545,1.5627092398896,2.25002709441153,3.0032650874581,4.42969059896572,7.18655582616375,8.08164630180326,8.54136559866717
"26",26,-2.63152509739035,-0.604933775482492,-0.0906910779700758,0.804492388393799,1.19202363390738,1.84628330765474,2.90353373032588,3.47326650090603,4.75087521477628,7.69894798717777,8.3009580575405
"27",27,-1.57978240376886,-0.285594666007631,0.746379805558396,1.32017907866726,1.9907855521808,2.4582054699825,3.40226693347658,4.33500530199482,6.42684839792076,7.81278591662196,8.62900756019625
"28",28,-2.07490926591035,-0.489684186724106,0.17251760269008,0.886923569238525,1.53742736680179,2.14098226603288,2.97824061026403,4.55859320058552,5.58502856618758,7.87935126776728,8.44801970008844
"29",29,-2.40524942153644,-0.4282846356144,0.0715008506182778,0.843233504915967,1.42064043524622,1.9389121558063,2.82057894434687,4.82729284612506,5.70216240311413,7.68843562534529,8.38664672743585
"30",30,-2.13630166045995,0.0714943005183061,0.593000753105577,1.14218929901048,1.72933384698875,2.58085843692275,4.10386215233222,5.47698655838721,7.10259569165021,7.94351949991938,8.72731044375135
"31",31,-2.00769405736127,-0.6326754890871,0.476090666879033,1.11154587530674,1.7350541283019,2.0495156882274,3.10999545515755,4.271896872546,5.97140820105256,7.30653553125723,8.27928150385553
"32",32,-2.19695858667453,-0.0393455594471399,0.501676987279151,0.980204499452449,2.15302419753635,3.30682923319638,4.20948814395328,5.73967504644795,7.1510233324866,8.07299945029802,8.66201505197816
"33",33,-2.05207271614959,-0.388372965333502,0.110737792591022,1.12326489150062,1.85982639201787,2.24282978361614,3.09709523596725,3.85842820935097,5.04889729931309,6.88615600109963,8.09232002501266
"34",34,-2.11526462406883,0.14541238517924,0.754399539256155,1.28379813882668,1.72958085399201,2.60878087402048,3.63001606180779,4.7117789202231,6.35692132043189,7.84819189151983,8.65407811525944
"35",35,-1.55811016599818,0.158528233094786,0.649226098608453,1.50380025942419,2.20539350636355,2.75825243601179,3.57630186139233,4.82189512600712,6.29782891728158,8.11256338917988,8.82310161599579
"36",36,-1.62175016512312,-0.124772257471494,0.512309638277032,0.986503139970096,1.90954808734682,2.3770070694161,3.10495595078598,5.25855098272106,6.346918656173,7.84220059682215,8.5035435234497
"37",37,-2.33536390677594,-0.227726334917535,0.570520315196721,1.13274234076867,1.6593129787656,2.11270637696269,2.79155609785023,3.71266999540099,5.2131892663213,7.67888794473486,8.50174166335892
"38",38,-1.86262824242826,-0.907299057052903,0.0108833527444452,0.702090843786648,1.14703616864161,1.80017229598885,2.36785840954711,3.59645331036189,5.75922875932176,7.24808683257827,8.62562079560274
"39",39,-2.04927166171527,-0.878187168052408,-0.115725788744843,0.423100600717567,1.52690205919394,2.62402675701539,3.70422021824797,4.56214726866549,5.77065977227826,7.10062369695977,8.18287747235509
"40",40,-2,-0.102300165100746,0.433351490770127,1.12733855040972,1.75758619125558,2.66339325154325,3.8670476384895,5.47481586484791,6.1727630540966,7.88192285688985,8.4244882708451
"41",41,-1.9675390886757,-0.462905702227221,0.193780486459977,0.635119514469499,1.33746598654967,1.86873259452747,2.55017207700456,3.90493364711965,5.7185288346666,7.76558124263303,8.59954057002927
"42",42,-1.79031978781434,-0.215998505427952,0.0931437252389739,0.579475810383773,1.14964237900235,2.05707738846708,2.9305923439598,4.43874668603485,6.79106805890507,8.08743264214742,8.87060200963051
"43",43,-3.2691177741644,-0.407254185656173,0.279695137576027,0.728782865371818,1.18382717503821,1.73885813621837,2.24755548958046,3.25172281153153,4.36785091614804,7.71481748410621,8.61715050564109
"44",44,-1.89812576107506,-0.21849303145906,0.909152458310118,1.56754730359632,1.95122306877378,2.67635308497055,3.23089962821309,4.27539485324457,5.85616122933648,7.73449524552356,8.62011022046494
"45",45,-2.06799822227425,-0.59250976913326,0.149961808991464,1.00956250802032,1.81459405205412,2.68706813287639,3.99259504297266,5.17881072131272,5.76477210879101,7.96680145899369,8.26702252402809
"46",46,-2.32058978944923,-0.30292916698237,0.289038432533811,1.03972814041296,1.48489427622111,2.3058366308911,3.04145719610993,4.20531946272116,5.73206120797965,7.64929323768736,8.34782850761804
"47",47,-2.15789677801484,-0.0682132095476347,0.586655374376224,1.21304672170531,1.90305439486993,2.52284032589461,4.05976672133462,5.69537531967179,6.80680591065056,8.08807301500563,8.62944131100402
"48",48,-1.93416324148458,-0.183606657163815,0.626311636074422,1.0745710845061,1.74557877488115,2.35226564928926,3.63673637682511,4.33421899662321,5.82949470179776,7.27583039341983,8.22411663671967
"49",49,-1.6583486661809,-0.649295974395202,0.138846467695142,0.985648160509115,1.54137173340495,2.01647693707208,2.98485193704739,4.19332403579413,5.8373373669591,7.5634060780767,8.611284911016
"50",50,-1.71488378736517,-0.235287363193041,0.376763531335224,1.26016396818197,2.08015816286696,2.69402982700775,3.4953528329635,5.10578545415463,5.96918407446262,7.799907100501,8.59483208317478
"51",51,-1.35936948207645,-0.341775982580563,0.400592836427225,0.803245229513025,1.26760255358142,1.98839793912703,2.75552719186005,3.7529787675468,5.9381431600771,7.8862067519666,8.48881271569147
"52",52,-1.89338910394978,-0.150819796663184,0.683722298243268,1.21365822100684,1.99189285977904,3.00906874394027,4.34019510397614,5.64256365623698,7.6710547877272,8.12702364415689,8.61964620335584
"53",53,-2.49416248701939,-0.357715331437401,0.186914618833844,0.556861115820058,1.04118419735,1.94707130075926,2.85795486662102,4.20969163093955,6.26018632715377,7.88428610298738,8.56617954154637
"54",54,-1.7824856447536,-0.520237669086412,0.869874886284682,1.3160672048065,1.66594252102019,2.51125950266785,3.68203308095553,5.79436937292881,7.17092809384126,8.03287185535896,8.77189599727166
"55",55,-1.6199406694941,-0.870041497377821,0.118367737970957,0.775617645247976,1.46902117428183,2.41765864117541,3.37785014831628,4.343847633069,6.67871286070199,8.04028746424409,8.20791309905686
"56",56,-1.12910239073883,0.13380742009893,0.976340881293191,1.58339722527555,2.12533614588251,2.67266426592758,3.21672248238688,4.11422579194332,5.82072846577972,7.52618679924907,8.79223057758881
"57",57,-1.46628070415927,0.0304260497362179,0.655085340482172,1.27398034223161,1.62780048497316,2.29719828716069,3.34602012356633,5.55046908875595,7.59994045478063,8.00041221995388,8.63882040962902
"58",58,-2.47405411541013,-0.128329160722635,0.488518066419246,1.26851894764826,1.58063835890632,2.21292571815304,2.90590966819689,4.17865282652342,5.72329669976674,7.33438325227633,8.35521023932889
"59",59,-3.2775673068753,-0.744486258740586,-0.116169831999928,0.820787028585153,1.28493577303509,2.56747293057636,3.5144621252208,4.54654630299074,7.24020343922557,7.87808009168888,8.3579149240386
"60",60,-1.14739391512176,-0.0457629101268199,0.415362998847338,1.16135143493174,1.81468245946107,2.4784699051511,3.15683675838257,4.47707107513355,5.72642052201342,7.81948123753091,8.65158163474009
"61",61,-1.7504346496419,-0.104039761013918,0.167612492017591,0.748632520201885,1.27855045504031,2.44935574285427,3.0652119275511,3.86239582191237,5.64693270743432,7.40935029350339,8.17356621896874
"62",62,-3.05482872676492,-0.796078572837525,0.0581983716950351,0.616536681541944,1.44874337611339,1.9742738455513,3.12991301039026,4.05318896257271,5.94794292968589,7.75253275704799,8.61568914821655
"63",63,-1.24340017917358,-0.428516636271924,0.379682710040176,0.86547764565484,1.75030637538294,2.26183123788409,3.29008553014023,4.68058257791494,5.74872365549859,7.75640196555032,8.23015446918973
"64",64,-2.71201164414153,-0.185309539926713,0.408340579291541,0.838691729404523,1.39125119611514,2.06744786669382,2.91373871818143,5.69023931777025,7.03102560632319,7.77998300943091,8.5127053286532
"65",65,-2.05974926142761,-0.588929840756889,0.0638823001149015,0.712423030352547,1.32826310235576,1.9333418565502,2.96003487601212,3.43235697448175,4.93762654964608,7.38512940272216,8.60166173257197
"66",66,-2.49015555907856,-0.277132496439575,0.485655861644957,1.00154677358565,1.61545844596557,2.6858927661239,3.41116648298992,5.27637950385742,7.0809286219792,8.08451248802474,8.55370544121924
"67",67,-1.65530382869013,-0.497557829013596,0.395719055849385,1.18522479631601,2.12490665752412,2.66053015281757,3.84854815171134,5.52925244435502,7.21363278288744,7.95937078105856,8.46078842191454
"68",68,-2.64802679377724,-0.397315102420954,0.340859915230164,1.03276497038583,1.88051936160583,2.83726439903007,4.68396193441685,5.68092745855859,7.07713934408698,8.07163695808547,8.56647043011461
"69",69,-3.0333059671642,-0.47486415473946,0.141271549949385,0.709180003286125,1.47184141165736,2.16845376735611,3.73599098684316,5.91667240147963,7.16859018615445,8.11544382428189,8.5949954132373
"70",70,-1.70883827869941,-0.55661609397821,0.16977150752835,0.783367969473376,1.40499307084037,2.33804163417756,3.06804715361615,4.59895817320009,5.79538497783047,7.28291317880135,8.50942749765111
"71",71,-1.57830145621299,-0.320604947187568,0.448604018184207,1.34783302227352,1.92642774091419,2.50894757509001,3.68179034100534,5.52389292931455,5.94804004451496,7.60192544774672,8.55925295068244
"72",72,-2.36912693182724,-0.750220846863904,0.197346361279598,0.772183535253904,1.53646183115827,2.02640505122302,2.68015987547554,3.75663161459333,5.97341943116675,7.74605543061303,8.27095374094151
"73",73,-1.1401707139881,0.170072616338394,0.794369115407953,1.5349638514029,2.14110997676377,2.68128810707061,3.91247059552311,5.29383857581543,6.03049269917331,8.07335788957277,8.4592460287383
"74",74,-2.46659502149757,-0.233818008582786,0.608177851387269,1.25128179557299,1.97815297752742,3.45357955689765,4.6131878671483,6.08098522297404,7.73066068901888,8.11768513869427,8.86319068398478
"75",75,-1.84444597755051,-0.360106922517721,0.435526297193062,1.74213567369261,2.81060918038075,3.52978879554924,4.61987448912742,5.70567237245319,5.91040248001989,7.80196414825372,8.60854655735836
"76",76,-1.97650409293699,-0.199049588346894,0.52665821266921,1.14619954780128,1.72338141504327,2.65734671992155,3.16668287568358,4.80753469654689,5.82810464296063,7.80026671778327,8.37578194208256
"77",77,-1.08342873776519,0.0879316579788282,0.690894249992672,1.38519218455801,1.85548030899904,2.50290913079064,3.80010709208551,4.60640905290481,5.94255932502179,8.05133465543725,8.62193793282865
"78",78,-2.30126244369804,-0.324778120194617,0.283740059537243,0.611067538513473,1.39617040184058,2.45923770280099,3.60409678263762,4.66481237478582,7.51147561226912,8.08425764852935,8.59211009343194
"79",79,-1.7234002440546,0.0649432231956865,0.828787020392422,1.46065863733365,2.0024679564681,2.59882323516841,3.72562412514554,4.94912505863128,5.92461482670012,7.52741668651211,8.1715831288381
"80",80,-2,-0.63095978836363,0.0409002759157797,0.65970708462342,1.36663912245237,1.61438031869296,2.37543340641274,4.61328691352852,5.79800280634342,7.38871419803765,8.51037637636369
"81",81,-2.97614995075506,-1.01975660280173,0.0112136260104263,0.728490845709466,1.50507759296298,2.01775376111979,2.55458734769732,4.25269520082193,5.9093311164066,7.74656544463961,8.3794360892164
"82",82,-2.20098694478424,-0.69367328488616,0.0511130237046629,0.654129857581699,1.11759815288446,1.89202015002251,2.9340726981878,4.4058594871179,5.67245713603642,7.28913996212183,8.58642820940014
"83",83,-1.25194980988499,-0.202405762286453,0.575278910058507,1.249356381639,1.82531573217566,2.2255723965734,3.16142116730053,4.46992206026403,5.59707312662372,7.31558270499067,8.30491770229545
"84",84,-2.05356661435713,-0.833335790491614,0.42722107051511,1.17350939743756,1.7781575947758,2.44056911939243,2.92946632002201,5.75608663878799,7.09934440897453,7.89962079004642,8.67623053580629
"85",85,-1.43081974857591,-0.0381261719455841,0.484484763233144,0.859356442421774,1.69352643933244,2.50499575790535,4.16795724842195,5.54984621588532,7.77344473544517,8.11394452085555,8.56238396649079
"86",86,-1.90647615660501,-0.461854824855392,0.289312800516016,0.785526048859164,1.69416372273781,2.44127317917023,2.77749866713522,4.36383433015604,5.86183891978437,7.70406909884808,8.45338748851522
"87",87,-1.64589654059092,-0.364338699129007,0.495068485357905,1.15829262572566,1.9848272513215,3.12411861526966,4.81585323092091,5.44679309945213,7.29244283394705,8.09584097112904,8.5647036288678
"88",88,-2.64002723305187,-0.190403235509948,0.426157538930624,1.42311590882138,1.95554344483132,2.70350051030106,4.41314126712916,5.53691084712769,7.16640414746345,7.75316936715503,8.59554164236876
"89",89,-2.33305792397661,-0.815707502646214,0.566899316572097,1.02004105801662,2.01226855862845,2.41502976028623,3.91897407197783,5.75236801893226,7.25549100487068,7.84680474103751,8.55985250320141
"90",90,-2.10852333499457,-0.435496269689665,0.418322914528325,0.884505784599549,1.56743045954105,2.46615789065329,4.04793624629626,5.37276959045613,6.46107825389459,7.80841393224395,8.44510768100916
"91",91,-1.68875511658921,-0.490473633680062,-0.0139758216446339,0.65765200417139,1.76097259090656,2.36631706600192,3.45342930666367,4.20834129165041,5.83032856589769,7.70475017622965,8.65779190647297
"92",92,-1.83795519150219,-0.27804826567666,0.288027957342628,0.718765397037452,1.19759851545873,1.93236756651723,3.7271140881049,5.76409965543566,7.15687341776241,7.97027416007802,8.23979746282868
"93",93,-2.06692681914572,-0.668106327560647,0.267407011596974,1.09619375612271,1.48142946861453,2.37087676849036,3.51519936451237,5.03287056533083,7.34303391296215,8.00835863153491,8.55050512876689
"94",94,-2.79344034729622,-0.424125058610527,0.289470953108166,1.11039706700589,1.49975054807407,2.36234161278034,3.51689238257154,4.61551972282307,5.76716650995887,7.27754053753526,8.622516530503
"95",95,-1.62539015371664,-0.419994020108847,0.627553103547076,1.24494006091291,1.79854704567087,2.75471700107419,3.84965545532966,4.92744884302806,5.62750110368551,7.70171064995219,8.68494844962673
"96",96,-2.2623006389451,-0.569666124540834,0.323175656779781,0.810495845600488,1.43512448759484,1.97619111055904,2.62122239562535,4.12081077218722,5.44168940539203,7.26847858705719,8.19206640347433
"97",97,-2.0364695030533,-0.0576510034550657,0.685912976404804,1.06745977531091,1.57681182349964,2.52929687769765,3.45042436230867,4.06828317099102,5.88342743562008,7.4249597648308,8.64110615673362
"98",98,-2.14710739927568,-0.543802520468952,-0.143399617401688,0.657382738637052,1.08282634020811,1.46144909626202,2.24438238528799,3.4711913921126,5.7869916983118,7.77060959253732,8.53109214644889
"99",99,-1.45034835195265,-0.36103390697819,0.157230549554477,0.679926077706706,1.45907273722401,1.91240803661445,3.36613119174904,4.84114938781949,6.78023714514908,7.90073670025011,8.70181395161594
"100",100,-2.17469516945119,-0.788173342097438,0.020375067939563,0.552645919399808,2.13546557256225,2.90780769613475,3.63651528236973,4.86540746456971,5.90641651865637,7.89527630527483,8.36619157884388
