"","time.1","time.2","time.3","time.4","time.5","time.6","time.7","time.8","time.9","time.10","temperature.1","temperature.2","temperature.3","temperature.4","temperature.5","temperature.6","temperature.7","temperature.8","temperature.9","temperature.10"
"1",0,1.15326426783577,1.15426426783577,3.42997374349501,3.43097374349501,4.60432357094095,4.60532357094095,4.6411813654573,4.6421813654573,39.6411813654573,3.75845713401213,3.75845713401213,6.91364643698912,6.91364643698912,3.58496363435814,3.58496363435814,7.31656188238765,7.31656188238765,4.86805401947723,4.86805401947723
"2",0,1.83045075484551,1.83145075484551,8.87049297421056,8.87149297421056,15.7852435107781,15.7862435107781,15.8372876521554,15.8382876521554,50.8372876521554,3.56928792176768,3.56928792176768,3.09892122376034,3.09892122376034,-0.314249819774185,-0.314249819774185,9.13969724966446,9.13969724966446,2.68382854351778,2.68382854351778
"3",0,1.55613577412441,1.55713577412441,5.96855824345173,5.96955824345173,6.88870916211171,6.88970916211171,6.91327298919911,6.91427298919911,41.9132729891991,4.05972448387183,4.05972448387183,5.96498512667138,5.96498512667138,1.19892895252614,1.19892895252614,9.04475570253563,9.04475570253563,3.02891496198809,3.02891496198809
"4",0,1.49443970061839,1.49543970061839,6.13824643493451,6.13924643493451,10.3185386961905,10.3195386961905,10.3488417917378,10.3498417917378,45.3488417917378,3.89285279531032,3.89285279531032,6.19354551308975,6.19354551308975,2.0691229646546,2.0691229646546,6.84349940870266,6.84349940870266,4.57469951670483,4.57469951670483
"5",0,1.98343176255003,1.98443176255003,7.4504825590102,7.4514825590102,13.9929767878875,13.9939767878875,14.0528092894479,14.0538092894479,49.0528092894479,4.19027627562173,4.19027627562173,7.30398420222644,7.30398420222644,0.155886432768015,0.155886432768015,9.13953275570882,9.13953275570882,5.43743232439017,5.43743232439017
"6",0,1.64896309096366,1.64996309096366,7.50613076737178,7.50713076737178,8.27723973293189,8.27823973293189,8.31155855537012,8.31255855537012,43.3115585553701,4.01918727089651,4.01918727089651,5.075154108766,5.075154108766,1.55068856772949,1.55068856772949,8.62132884454564,8.62132884454564,3.42024892534251,3.42024892534251
"7",0,1.83566199149936,1.83666199149936,4.94536446777371,4.94636446777371,5.32687301716029,5.32787301716029,5.34025746832858,5.34125746832858,40.3402574683286,4.12048039608635,4.12048039608635,2.9739820645681,2.9739820645681,4.26189074795111,4.26189074795111,8.22389111961883,8.22389111961883,5.45109776546995,5.45109776546995
"8",0,1.40827582520433,1.40927582520433,6.2473667368212,6.2483667368212,6.74299796605778,6.74399796605778,6.75988246483406,6.76088246483406,41.7598824648341,3.9224003625568,3.9224003625568,5.79731847235376,5.79731847235376,0.349371393576502,0.349371393576502,7.12169286306517,7.12169286306517,10.5896884475174,10.5896884475174
"9",0,1.73146068304777,1.73246068304777,7.68984876762511,7.69084876762511,15.0791765873865,15.0801765873865,15.0935797708147,15.0945797708147,50.0935797708147,3.66013661189936,3.66013661189936,7.09055330315087,7.09055330315087,1.58027377870616,1.58027377870616,8.40530374573301,8.40530374573301,4.4117682898988,4.4117682898988
"10",0,1.75914340745658,1.76014340745658,6.13999784756027,6.14099784756027,8.76886612978982,8.76986612978982,8.80560401991368,8.80660401991368,43.8056040199137,3.86971446080133,3.86971446080133,4.83015958006032,4.83015958006032,3.38140969222046,3.38140969222046,8.63019361299526,8.63019361299526,5.91548868535114,5.91548868535114
